txn_id,txn_ts,channel,city,merchant_category,merchant_id,customer_id,amount_inr,log_amount,hour,is_weekend,is_night,is_new_device,is_geo_shift,txn_count_1h,cust_txn_n,merchant_fraud_rate,fraud_score,eng_fraud_score,is_fraud_label
TXN00000710,2025-07-19 10:06:57,UPI,Ahmedabad,Grocery,M1705,C44566,1309.22,7.177950341026332,10,1,0,0,1,9,1,0.0,0.53,0.33,0
TXN00013942,2025-07-19 10:07:21,Card,Bengaluru,Electronics,M1505,C10214,40343.59,10.605212587881237,10,1,0,1,0,4,3,0.05263157894736842,0.415,0.314,0
TXN00030114,2025-07-19 10:07:39,Wallet,Jaipur,Food Delivery,M1240,C42550,980.26,6.888837460127492,10,1,0,1,0,10,1,0.023255813953488372,0.592,0.359,0
TXN00029371,2025-07-19 10:07:53,UPI,Kochi,Education,M1409,C75229,3771.54,8.235503793634168,10,1,0,0,0,12,3,0.01818181818181818,0.371,0.167,0
TXN00034070,2025-07-19 10:08:20,Wallet,Kochi,Education,M1485,C49227,2861.58,7.959478595070221,10,1,0,0,0,11,2,0.03508771929824561,0.216,0.164,0
TXN00028360,2025-07-19 10:08:25,Wallet,Mumbai,Food Delivery,M1421,C64676,528.28,6.271517592395272,10,1,0,0,0,4,1,0.014492753623188406,0.026,0.006,0
TXN00012522,2025-07-19 10:08:33,UPI,Chennai,Food Delivery,M1107,C69524,609.68,6.414573090388742,10,1,0,0,0,5,2,0.0,0.24,0.0,0
TXN00005158,2025-07-19 10:08:34,Wallet,Ahmedabad,Education,M1172,C36222,3378.02,8.125341005607694,10,1,0,0,0,5,2,0.015151515151515152,0.057,0.012,0
TXN00035577,2025-07-19 10:09:12,Card,Chandigarh,Healthcare,M1210,C26565,6629.46,8.79942946237191,10,1,0,0,0,6,1,0.03508771929824561,0.161,0.193,0
TXN00002519,2025-07-19 10:10:09,Wallet,Chennai,Grocery,M1663,C28876,3940.4,8.279291269126482,10,1,0,0,0,4,2,0.018867924528301886,0.048,0.019,0
TXN00024745,2025-07-19 10:10:25,UPI,Lucknow,Travel,M1463,C20687,6359.03,8.757788373304175,10,1,0,0,0,9,1,0.0,0.416,0.178,0
TXN00012264,2025-07-19 10:11:11,UPI,Hyderabad,Grocery,M1222,C47018,1551.02,7.347312587258071,10,1,0,0,0,4,2,0.0,0.066,0.0,0
TXN00012991,2025-07-19 10:13:00,UPI,Delhi,Food Delivery,M1500,C63375,8822.28,9.085148961956,10,1,0,0,0,3,2,0.06451612903225806,0.204,0.065,0
TXN00031036,2025-07-19 10:13:58,UPI,Nagpur,Grocery,M1830,C20617,775.94,6.655363127308804,10,1,0,0,1,4,1,0.0,0.41,0.18,0
TXN00034122,2025-07-19 10:15:08,Card,Mumbai,Grocery,M1455,C69727,3116.84,8.044895733355586,10,1,0,0,0,1,1,0.017543859649122806,0.186,0.01,0
TXN00033332,2025-07-19 10:15:09,UPI,Nagpur,Utilities,M1015,C55820,3692.29,8.21427293871235,10,1,0,0,0,12,2,0.0,0.386,0.159,0
TXN00043005,2025-07-19 10:15:36,Card,Chennai,Electronics,M1266,C27178,9924.09,9.202821173524352,10,1,0,0,1,13,3,0.03636363636363636,0.626,0.388,1
TXN00023388,2025-07-19 10:16:06,UPI,Ahmedabad,Grocery,M1396,C41548,4957.88,8.508935187769245,10,1,0,0,0,13,1,0.08,0.357,0.201,0
TXN00009460,2025-07-19 10:16:35,UPI,Nagpur,Food Delivery,M1141,C85006,13664.05,9.522596757338277,10,1,0,0,0,12,2,0.03773584905660377,0.279,0.22,0
TXN00040187,2025-07-19 10:19:04,UPI,Surat,Gaming,M1553,C70762,1095.53,6.999905927264793,10,1,0,0,0,10,1,0.02,0.399,0.158,0
TXN00013261,2025-07-19 10:20:19,Wallet,Hyderabad,Food Delivery,M1525,C14339,1223.55,7.110328708551637,10,1,0,0,0,5,1,0.0196078431372549,0.002,0.008,0
TXN00028742,2025-07-19 10:22:23,UPI,Nagpur,Gaming,M1006,C37156,3223.12,8.078415323777513,10,1,0,0,0,3,1,0.057692307692307696,0.084,0.027,0
TXN00046039,2025-07-19 10:24:17,UPI,Pune,Grocery,M1862,C35171,648.71,6.476526109487289,10,1,0,0,0,2,1,0.0,0.219,0.0,0
TXN00027620,2025-07-19 10:24:25,Wallet,Chandigarh,Food Delivery,M1455,C34615,3049.92,8.02319846346172,10,1,0,0,0,9,2,0.017543859649122806,0.199,0.159,0
TXN00034758,2025-07-19 10:25:09,Wallet,Delhi,Education,M1511,C39826,633.76,6.4532469746946415,10,1,0,0,0,3,1,0.045454545454545456,0.05,0.018,0
TXN00012828,2025-07-19 10:25:41,Card,Hyderabad,Utilities,M1808,C76642,6600.3,8.795021878315502,10,1,0,0,0,4,1,0.04285714285714286,0.117,0.046,0
TXN00028138,2025-07-19 10:26:31,UPI,Pune,Grocery,M1654,C22256,3960.89,8.284476463117397,10,1,0,0,0,9,1,0.016129032258064516,0.278,0.168,0
TXN00040769,2025-07-19 10:28:11,Card,Delhi,Utilities,M1604,C69654,6384.76,8.761825790357411,10,1,0,0,0,5,1,0.0,0.221,0.028,0
TXN00006487,2025-07-19 10:28:18,UPI,Indore,Fuel,M1648,C89185,4397.06,8.38891881358645,10,1,0,0,0,10,2,0.03076923076923077,0.173,0.177,0
TXN00036785,2025-07-19 10:29:15,Card,Chandigarh,Food Delivery,M1023,C22102,9873.08,9.197668420872274,10,1,0,0,0,13,2,0.01694915254237288,0.394,0.2,0
TXN00038859,2025-07-19 10:29:16,UPI,Surat,Education,M1272,C67659,2017.47,7.610095077660873,10,1,0,1,0,2,3,0.029411764705882353,0.345,0.211,0
TXN00017993,2025-07-19 10:29:43,UPI,Delhi,Fashion,M1227,C88663,212.27,5.362558968609502,10,1,0,0,0,7,1,0.0425531914893617,0.237,0.167,0
TXN00009878,2025-07-19 10:30:53,Card,Lucknow,Fuel,M1843,C71649,1858.58,7.5281059347575185,10,1,0,0,0,12,1,0.0,0.302,0.15,0
TXN00020701,2025-07-19 10:31:59,UPI,Mumbai,Electronics,M1824,C84411,8167.43,9.00803200292504,10,1,0,0,0,5,2,0.0,0.216,0.037,0
TXN00014486,2025-07-19 10:32:31,Card,Lucknow,Fuel,M1331,C68186,29950.81,10.307345035774294,10,1,0,0,0,2,1,0.0,0.455,0.083,0
TXN00003515,2025-07-19 10:32:33,Card,Pune,Electronics,M1014,C20563,1953.69,7.577986892071332,10,1,0,0,0,8,1,0.03333333333333333,0.307,0.163,0
TXN00015446,2025-07-19 10:32:57,Card,Chandigarh,Food Delivery,M1740,C50503,9800.58,9.190298876153188,10,1,0,1,0,9,1,0.03636363636363636,0.532,0.408,0
TXN00040091,2025-07-19 10:33:47,Card,Pune,Grocery,M1084,C72526,5745.88,8.656412377830371,10,1,0,0,0,4,1,0.017543859649122806,0.181,0.031,0
TXN00000513,2025-07-19 10:33:57,UPI,Kochi,Gaming,M1573,C43314,4342.86,8.376518632733468,10,1,0,0,0,1,2,0.06818181818181818,0.256,0.041,0
TXN00013386,2025-07-19 10:34:16,UPI,Chennai,Grocery,M1625,C89286,2607.18,7.8664079390697905,10,1,0,0,0,8,1,0.0,0.189,0.15,0
TXN00021319,2025-07-19 10:35:48,UPI,Kochi,Food Delivery,M1351,C26405,728.1,6.591810896812385,10,1,0,0,0,13,3,0.0196078431372549,0.356,0.158,0
TXN00013430,2025-07-19 10:35:50,UPI,Mumbai,Utilities,M1473,C43550,4260.77,8.357439845927866,10,1,0,0,0,7,1,0.020833333333333332,0.168,0.172,0
TXN00036282,2025-07-19 10:36:40,Card,Kochi,Food Delivery,M1359,C75185,9592.69,9.16886086967839,10,1,0,0,0,6,1,0.10416666666666667,0.25,0.233,0
TXN00026001,2025-07-19 10:38:05,UPI,Indore,Fashion,M1732,C75293,1364.64,7.2193784622053245,10,1,0,0,0,7,1,0.05357142857142857,0.224,0.171,0
TXN00039563,2025-07-19 10:38:08,Card,Jaipur,Electronics,M1195,C51281,1187.42,7.080379972797227,10,1,0,0,0,5,1,0.018518518518518517,0.27,0.007,0
TXN00005341,2025-07-19 10:39:02,Wallet,Pune,Electronics,M1264,C88705,6097.86,8.715857147450278,10,1,0,0,0,4,2,0.02040816326530612,0.264,0.035,0
TXN00000972,2025-07-19 10:39:40,UPI,Chennai,Electronics,M1391,C40327,11261.55,9.329238341418392,10,1,0,1,0,6,1,0.037037037037037035,0.414,0.413,0
TXN00029376,2025-07-19 10:42:55,UPI,Chandigarh,Gaming,M1307,C43476,5162.28,8.549327315444783,10,1,0,0,0,10,1,0.014705882352941176,0.398,0.177,0
TXN00023574,2025-07-19 10:43:02,UPI,Nagpur,Fuel,M1508,C36272,361.91,5.894154869639866,10,1,0,1,0,11,1,0.034482758620689655,0.547,0.363,0
TXN00022653,2025-07-19 10:43:22,UPI,Hyderabad,Food Delivery,M1602,C12639,1895.04,7.547522779638841,10,1,0,0,0,11,2,0.0,0.207,0.15,0
TXN00001649,2025-07-19 10:43:49,Card,Kochi,Gaming,M1555,C11766,684.93,6.530775581703041,10,1,0,0,0,1,2,0.0,0.107,0.0,0
TXN00014179,2025-07-19 10:46:03,UPI,Delhi,Fuel,M1000,C45070,1978.67,7.590685443131482,10,1,0,0,0,10,4,0.01694915254237288,0.41,0.157,0
TXN00033142,2025-07-19 10:48:24,Card,Hyderabad,Travel,M1045,C78839,6484.18,8.777274852726176,10,1,0,1,0,10,3,0.018518518518518517,0.591,0.386,0
TXN00001955,2025-07-19 10:48:39,Wallet,Jaipur,Fuel,M1829,C17208,786.57,6.668952255638294,10,1,0,0,0,3,1,0.0,0.01,0.0,0
TXN00023922,2025-07-19 10:49:32,Wallet,Mumbai,Fuel,M1272,C47350,339.08,5.829180884050535,10,1,0,0,0,11,1,0.029411764705882353,0.259,0.161,0
TXN00019462,2025-07-19 10:50:26,Card,Jaipur,Travel,M1148,C25554,7364.85,8.904609732963834,10,1,0,0,1,7,1,0.018518518518518517,0.563,0.371,0
TXN00034924,2025-07-19 10:50:27,UPI,Bengaluru,Fuel,M1222,C56397,4502.72,8.41265900092438,10,1,0,0,0,10,1,0.0,0.275,0.166,0
TXN00003055,2025-07-19 10:52:22,Card,Ahmedabad,Fashion,M1069,C37045,3684.45,8.212147913857082,10,1,0,0,0,8,1,0.02040816326530612,0.187,0.167,0
TXN00025954,2025-07-19 10:52:38,Wallet,Mumbai,Utilities,M1841,C81988,501.33,6.219257274236303,10,1,0,0,0,10,1,0.0,0.286,0.15,0
TXN00016190,2025-07-19 10:52:47,UPI,Kochi,Gaming,M1229,C41016,5823.85,8.669888527029375,10,1,0,0,0,10,2,0.017543859649122806,0.181,0.182,0
TXN00032928,2025-07-19 10:54:06,UPI,Kochi,Gaming,M1804,C56162,4325.42,8.37249568917897,10,1,0,0,1,4,1,0.0196078431372549,0.463,0.202,0
TXN00003216,2025-07-19 10:54:41,UPI,Hyderabad,Utilities,M1233,C19572,841.96,6.736919507291272,10,1,0,0,0,3,3,0.018518518518518517,0.123,0.007,0
TXN00030230,2025-07-19 10:55:08,UPI,Surat,Fuel,M1410,C19333,2777.04,7.929500922058719,10,1,0,0,0,11,2,0.022222222222222223,0.29,0.159,0
TXN00005350,2025-07-19 10:56:50,Card,Chennai,Food Delivery,M1015,C37942,3219.58,8.077316746541637,10,1,0,0,0,7,2,0.0,0.44,0.154,0
TXN00044272,2025-07-19 10:57:44,Card,Pune,Utilities,M1519,C23061,886.39,6.788284570005948,10,1,0,0,0,10,2,0.0,0.425,0.15,0
TXN00035244,2025-07-19 10:58:31,UPI,Chandigarh,Fashion,M1709,C17921,431.26,6.069027259055773,10,1,0,0,0,5,2,0.0,0.194,0.0,0
TXN00021190,2025-07-19 10:59:29,UPI,Chennai,Grocery,M1031,C73165,3808.74,8.245316224322375,10,1,0,0,0,9,1,0.034482758620689655,0.191,0.174,0
TXN00034338,2025-07-19 11:00:28,UPI,Chennai,Food Delivery,M1153,C29175,1061.39,6.9682763660272675,11,1,0,0,0,2,1,0.0196078431372549,0.128,0.008,0
TXN00000820,2025-07-19 11:01:40,UPI,Surat,Travel,M1067,C12873,430.49,6.067244335283908,11,1,0,0,0,12,2,0.0,0.167,0.15,0
TXN00041972,2025-07-19 11:02:10,Card,Chennai,Utilities,M1387,C22474,2106.01,7.653025159877407,11,1,0,0,0,12,1,0.020833333333333332,0.368,0.158,0
TXN00042710,2025-07-19 11:02:24,Card,Lucknow,Fashion,M1494,C72097,38619.77,10.561545493639782,11,1,0,1,0,13,1,0.0,0.699,0.442,0
TXN00044397,2025-07-19 11:03:14,Wallet,Mumbai,Electronics,M1244,C50588,1757.98,7.472489374576273,11,1,0,1,0,11,1,0.017241379310344827,0.436,0.357,0
TXN00002587,2025-07-19 11:03:27,UPI,Kochi,Food Delivery,M1768,C75088,1663.71,7.417406213070287,11,1,0,0,0,2,2,0.0,0.214,0.0,0
TXN00028000,2025-07-19 11:04:42,UPI,Delhi,Travel,M1662,C75116,4299.58,8.366505176306593,11,1,0,0,0,7,2,0.03508771929824561,0.169,0.178,0
TXN00041603,2025-07-19 11:05:25,UPI,Chennai,Healthcare,M1267,C65642,2962.79,7.994224133703554,11,1,0,0,0,11,1,0.03508771929824561,0.314,0.165,0
TXN00038078,2025-07-19 11:05:55,UPI,Nagpur,Food Delivery,M1096,C71086,1124.28,7.025787172559708,11,1,0,0,0,13,1,0.014084507042253521,0.332,0.155,0
TXN00025756,2025-07-19 11:06:28,UPI,Mumbai,Utilities,M1495,C13272,4301.57,8.366967797564037,11,1,0,0,0,5,1,0.05357142857142857,0.086,0.035,0
TXN00028637,2025-07-19 11:06:33,UPI,Indore,Fashion,M1602,C61683,7485.63,8.920874042016605,11,1,0,0,0,7,3,0.0,0.295,0.184,0
TXN00026872,2025-07-19 11:07:54,Card,Delhi,Education,M1771,C64257,1012.03,6.920701118815104,11,1,0,0,0,8,1,0.03773584905660377,0.423,0.165,0
TXN00026480,2025-07-19 11:07:59,UPI,Kochi,Grocery,M1169,C82566,9917.66,9.202173110509545,11,1,0,0,0,3,1,0.02040816326530612,0.037,0.052,0
TXN00001990,2025-07-19 11:09:35,UPI,Chennai,Grocery,M1030,C16957,31984.27,10.373030763305541,11,1,0,0,0,10,2,0.0196078431372549,0.553,0.243,0
TXN00039432,2025-07-19 11:10:21,UPI,Kochi,Utilities,M1665,C73374,1474.95,7.297057129247882,11,1,0,0,0,11,1,0.0,0.295,0.15,0
TXN00011905,2025-07-19 11:12:55,UPI,Hyderabad,Grocery,M1429,C87423,1467.86,7.292241868705103,11,1,0,0,1,9,1,0.018518518518518517,0.434,0.337,0
TXN00030092,2025-07-19 11:13:28,UPI,Hyderabad,Fuel,M1037,C70269,481.43,6.178835832534043,11,1,0,0,0,8,2,0.023809523809523808,0.194,0.159,0
TXN00012949,2025-07-19 11:16:14,UPI,Hyderabad,Fuel,M1701,C41717,2025.76,7.6141937378632925,11,1,0,0,0,9,1,0.018518518518518517,0.244,0.157,0
TXN00009375,2025-07-19 11:20:04,Card,Ahmedabad,Fashion,M1155,C69758,2188.63,7.691487858765237,11,1,0,0,0,6,1,0.08064516129032258,0.251,0.181,0
TXN00006704,2025-07-19 11:20:47,Wallet,Hyderabad,Electronics,M1603,C79201,1301.23,7.171833458473193,11,1,0,0,0,2,1,0.0,0.164,0.0,0
TXN00035055,2025-07-19 11:21:01,UPI,Delhi,Food Delivery,M1716,C24925,857.3,6.754953688724174,11,1,0,0,0,8,1,0.02040816326530612,0.304,0.158,0
TXN00013157,2025-07-19 11:21:18,UPI,Kolkata,Grocery,M1316,C33918,3004.67,8.008255783847485,11,1,0,0,0,10,2,0.0,0.238,0.152,0
TXN00017704,2025-07-19 11:22:01,Wallet,Kochi,Fashion,M1431,C22121,4276.32,8.361081924226346,11,1,0,0,0,2,1,0.0,0.201,0.014,0
TXN00022811,2025-07-19 11:25:54,UPI,Hyderabad,Food Delivery,M1636,C81799,1510.3,7.320725486576075,11,1,0,0,0,5,1,0.0,0.096,0.0,0
TXN00015055,2025-07-19 11:26:29,Card,Kolkata,Food Delivery,M1035,C30401,7484.4,8.920709735639612,11,1,0,0,0,5,2,0.04838709677419355,0.08,0.053,0
TXN00041522,2025-07-19 11:27:57,UPI,Kochi,Healthcare,M1696,C84095,11425.08,9.34365374083525,11,1,0,0,0,8,2,0.0,0.297,0.199,0
TXN00023189,2025-07-19 11:30:02,Card,Hyderabad,Gaming,M1576,C35705,4891.95,8.495550672557165,11,1,0,0,0,10,2,0.02,0.248,0.177,0
TXN00020718,2025-07-19 11:31:56,UPI,Hyderabad,Electronics,M1276,C35736,1526.12,7.331138887592647,11,1,0,1,0,8,1,0.0,0.472,0.35,0
TXN00016152,2025-07-19 11:32:02,Wallet,Jaipur,Utilities,M1372,C42161,4171.32,8.336227515000896,11,1,0,0,0,4,1,0.044444444444444446,0.094,0.031,0
TXN00027572,2025-07-19 11:32:32,Card,Surat,Grocery,M1550,C80255,8504.7,9.04849180596988,11,1,0,0,0,1,1,0.02040816326530612,0.095,0.046,0
TXN00044552,2025-07-19 11:32:53,UPI,Jaipur,Utilities,M1808,C86754,1204.6,7.094732647312286,11,1,0,0,0,4,1,0.04285714285714286,0.085,0.017,0
TXN00029306,2025-07-19 11:34:27,UPI,Ahmedabad,Travel,M1436,C65008,4483.8,8.408449180410523,11,1,0,1,0,12,1,0.034482758620689655,0.472,0.379,0
TXN00022885,2025-07-19 11:34:30,UPI,Mumbai,Travel,M1715,C72515,691.42,6.54019270792244,11,1,0,0,0,4,4,0.03773584905660377,0.225,0.015,0
TXN00010633,2025-07-19 11:34:47,UPI,Hyderabad,Electronics,M1423,C80808,1767.22,7.477728669845413,11,1,0,0,0,5,1,0.017857142857142856,0.109,0.007,0
TXN00014955,2025-07-19 11:36:23,Card,Chandigarh,Grocery,M1110,C67885,3402.18,8.13246556760689,11,1,0,0,1,6,3,0.05555555555555555,0.6,0.358,0
TXN00029211,2025-07-19 11:39:43,UPI,Indore,Food Delivery,M1792,C72449,4536.25,8.42007638063651,11,1,0,0,1,9,2,0.017543859649122806,0.519,0.353,0
TXN00018991,2025-07-19 11:40:33,Card,Chennai,Fuel,M1689,C75428,1228.0,7.113956109566034,11,1,0,0,0,9,2,0.0,0.235,0.15,0
TXN00038677,2025-07-19 11:40:35,Card,Indore,Grocery,M1048,C76213,579.1,6.363200502472019,11,1,0,0,0,7,2,0.0,0.212,0.15,0
TXN00036086,2025-07-19 11:43:48,Card,Chennai,Food Delivery,M1048,C79485,17071.41,9.745218989185679,11,1,0,0,0,7,2,0.0,0.161,0.213,0
TXN00047596,2025-07-19 11:44:51,Card,Lucknow,Gaming,M1328,C68354,3177.92,8.064296795447882,11,1,0,0,0,9,3,0.05172413793103448,0.215,0.174,0
TXN00040854,2025-07-19 11:44:55,UPI,Indore,Healthcare,M1856,C68210,360.58,5.890483317253868,11,1,0,0,0,1,1,0.020833333333333332,0.157,0.008,0
TXN00029157,2025-07-19 11:45:14,Card,Lucknow,Travel,M1699,C30153,7122.93,8.871214818420794,11,1,0,1,0,3,1,0.034482758620689655,0.449,0.246,0
TXN00021274,2025-07-19 11:46:10,Wallet,Indore,Utilities,M1014,C86417,3121.58,8.04641486216793,11,1,0,0,0,13,1,0.03333333333333333,0.289,0.166,0
TXN00036233,2025-07-19 11:46:21,UPI,Chennai,Healthcare,M1111,C32352,2496.92,7.8232136645521955,11,1,0,0,0,3,1,0.019230769230769232,0.062,0.008,0
TXN00025515,2025-07-19 11:46:29,UPI,Chandigarh,Gaming,M1751,C64172,1602.88,7.380180972660249,11,1,0,0,0,10,2,0.017543859649122806,0.314,0.157,0
TXN00007776,2025-07-19 11:48:36,UPI,Hyderabad,Fashion,M1525,C48218,2419.06,7.791547612231811,11,1,0,0,0,8,1,0.0196078431372549,0.325,0.158,0
TXN00000608,2025-07-19 11:48:51,UPI,Surat,Fashion,M1136,C40093,3528.08,8.168792492729745,11,1,0,0,0,4,1,0.01818181818181818,0.251,0.014,0
TXN00025464,2025-07-19 11:50:23,UPI,Nagpur,Grocery,M1330,C73554,7776.77,8.959024943694777,11,1,0,0,0,8,1,0.01639344262295082,0.221,0.192,0
TXN00016733,2025-07-19 11:52:52,UPI,Kochi,Food Delivery,M1298,C39452,3011.6,8.010558772268714,11,1,0,0,0,11,1,0.025,0.285,0.162,0
TXN00010961,2025-07-19 11:54:48,Wallet,Jaipur,Education,M1496,C32541,1509.94,7.320487252682207,11,1,0,0,0,3,2,0.03636363636363636,0.011,0.014,0
TXN00028606,2025-07-19 11:56:43,Card,Indore,Gaming,M1416,C17050,4955.99,8.508553980669335,11,1,0,0,0,2,1,0.045454545454545456,0.173,0.037,0
TXN00001718,2025-07-19 11:58:16,UPI,Chandigarh,Fuel,M1755,C87600,3488.82,8.157605437935157,11,1,0,0,0,8,3,0.05357142857142857,0.416,0.178,0
TXN00023153,2025-07-19 11:59:46,UPI,Jaipur,Food Delivery,M1244,C26582,2021.37,7.6120253699817555,11,1,0,0,0,11,1,0.017241379310344827,0.386,0.157,0
TXN00012956,2025-07-19 11:59:52,UPI,Mumbai,Fuel,M1080,C50335,8479.01,9.045466908030537,11,1,0,0,0,13,3,0.03333333333333333,0.268,0.201,0
TXN00046720,2025-07-19 12:01:55,Card,Indore,Grocery,M1671,C76096,7935.52,8.979230171011642,12,1,0,0,1,7,1,0.015873015873015872,0.368,0.372,0
TXN00043955,2025-07-19 12:03:44,Card,Mumbai,Food Delivery,M1184,C68490,2933.32,7.9842310188769865,12,1,0,0,0,3,3,0.02127659574468085,0.099,0.009,0
TXN00020475,2025-07-19 12:04:05,UPI,Mumbai,Travel,M1329,C87580,1344.7,7.2046696027474955,12,1,0,0,0,4,2,0.046875,0.009,0.018,0
TXN00013857,2025-07-19 12:04:48,Card,Hyderabad,Fuel,M1196,C11506,3560.38,8.177903389182365,12,1,0,0,0,2,1,0.034482758620689655,0.099,0.021,0
TXN00020160,2025-07-19 12:05:38,Wallet,Kolkata,Electronics,M1385,C11424,1382.73,7.2325380304405265,12,1,0,0,0,11,1,0.03571428571428571,0.3,0.164,0
TXN00027715,2025-07-19 12:06:23,UPI,Delhi,Travel,M1639,C29766,273.49,5.614914830413506,12,1,0,0,0,12,1,0.03389830508474576,0.405,0.163,0
TXN00028013,2025-07-19 12:07:09,UPI,Chennai,Fuel,M1505,C80026,1384.75,7.233996788299914,12,1,0,0,0,13,1,0.05263157894736842,0.361,0.171,0
TXN00019905,2025-07-19 12:07:10,UPI,Mumbai,Gaming,M1214,C24707,14780.74,9.6011479142306,12,1,0,0,0,11,1,0.02702702702702703,0.18,0.219,0
TXN00045881,2025-07-19 12:08:03,Wallet,Kolkata,Grocery,M1056,C73535,3059.5,8.026333580291125,12,1,0,0,0,10,3,0.04838709677419355,0.306,0.171,0
TXN00005236,2025-07-19 12:08:40,UPI,Lucknow,Fuel,M1481,C15724,151.01,5.023946308155928,12,1,0,0,0,13,2,0.02857142857142857,0.228,0.161,0
TXN00025877,2025-07-19 12:10:14,UPI,Chandigarh,Electronics,M1470,C69227,2493.01,7.821647135855039,12,1,0,0,0,13,1,0.08,0.404,0.181,0
TXN00011507,2025-07-19 12:11:35,Card,Delhi,Food Delivery,M1845,C74974,13071.18,9.478241586894821,12,1,0,0,0,13,1,0.05555555555555555,0.333,0.225,0
TXN00005865,2025-07-19 12:12:03,Card,Ahmedabad,Electronics,M1620,C12150,2167.24,7.681671057539632,12,1,0,1,0,10,1,0.018518518518518517,0.62,0.357,1
TXN00002867,2025-07-19 12:14:32,UPI,Kolkata,Fuel,M1404,C54472,803.53,6.69025825597956,12,1,0,0,0,12,4,0.0392156862745098,0.178,0.165,0
TXN00018028,2025-07-19 12:14:39,UPI,Chennai,Food Delivery,M1285,C11415,561.87,6.333048695615371,12,1,0,0,0,3,2,0.0,0.123,0.0,0
TXN00006612,2025-07-19 12:15:26,UPI,Nagpur,Fashion,M1524,C13803,1279.41,7.154935618124566,12,1,0,0,0,4,1,0.018518518518518517,0.248,0.007,0
TXN00014562,2025-07-19 12:15:59,UPI,Chennai,Grocery,M1434,C50556,984.2,6.892844666246383,12,1,0,0,0,4,1,0.015384615384615385,0.172,0.006,0
TXN00036218,2025-07-19 12:16:18,UPI,Hyderabad,Healthcare,M1141,C74127,301.05,5.71059256658475,12,1,0,0,0,5,1,0.03773584905660377,0.057,0.015,0
TXN00028669,2025-07-19 12:16:43,UPI,Bengaluru,Food Delivery,M1887,C62610,2489.13,7.820090196931261,12,1,0,0,0,7,1,0.0,0.293,0.15,0
TXN00023238,2025-07-19 12:17:01,UPI,Jaipur,Education,M1636,C20347,326.62,5.791854400176486,12,1,0,0,0,4,2,0.0,0.091,0.0,0
TXN00035572,2025-07-19 12:17:44,UPI,Jaipur,Grocery,M1817,C52703,928.64,6.8347974144318115,12,1,0,0,0,9,1,0.03278688524590164,0.409,0.163,0
TXN00007280,2025-07-19 12:19:40,UPI,Chennai,Education,M1837,C62406,916.45,6.821598082530962,12,1,0,1,0,12,1,0.017543859649122806,0.384,0.357,0
TXN00038062,2025-07-19 12:20:04,Wallet,Pune,Grocery,M1181,C14958,2805.18,7.939579406858737,12,1,0,0,0,5,1,0.023809523809523808,0.135,0.009,0
TXN00000894,2025-07-19 12:20:16,Card,Ahmedabad,Food Delivery,M1098,C45913,20008.55,9.903964938569281,12,1,0,0,1,9,1,0.018518518518518517,0.391,0.406,0
TXN00042069,2025-07-19 12:21:05,UPI,Bengaluru,Utilities,M1596,C75974,5721.53,8.652166294276938,12,1,0,0,0,2,1,0.03333333333333333,0.259,0.037,0
TXN00001448,2025-07-19 12:21:07,UPI,Delhi,Fashion,M1630,C62228,896.36,6.799457119336968,12,1,0,0,0,5,1,0.0,0.079,0.0,0
TXN00016350,2025-07-19 12:21:36,Wallet,Delhi,Utilities,M1005,C32273,10235.01,9.23366717422332,12,1,0,1,0,4,1,0.0,0.41,0.245,0
TXN00009606,2025-07-19 12:22:33,UPI,Delhi,Grocery,M1360,C72549,1430.97,7.266806397580472,12,1,0,1,0,5,1,0.01639344262295082,0.384,0.206,0
TXN00004445,2025-07-19 12:23:21,UPI,Kolkata,Gaming,M1320,C81831,6620.0,8.798001694924846,12,1,0,0,0,9,1,0.02,0.421,0.187,0
TXN00042963,2025-07-19 12:25:36,UPI,Nagpur,Travel,M1245,C30347,7062.0,8.862625169408922,12,1,0,0,0,12,1,0.02,0.396,0.19,0
TXN00022973,2025-07-19 12:26:28,UPI,Chandigarh,Food Delivery,M1314,C84012,3649.91,8.202731730571193,12,1,0,0,0,8,1,0.0,0.26,0.159,0
TXN00032793,2025-07-19 12:26:41,UPI,Hyderabad,Fuel,M1284,C75692,6066.79,8.710749732091049,12,1,0,0,0,13,3,0.015873015873015872,0.297,0.183,0
TXN00027436,2025-07-19 12:28:18,Wallet,Bengaluru,Grocery,M1326,C40997,3085.16,8.034682878630294,12,1,0,0,0,2,2,0.018867924528301886,0.201,0.01,0
TXN00003731,2025-07-19 12:28:27,UPI,Bengaluru,Fashion,M1779,C17605,8500.17,9.047959080064745,12,1,0,0,0,8,3,0.018867924528301886,0.395,0.196,0
TXN00042021,2025-07-19 12:32:07,Card,Ahmedabad,Fuel,M1834,C36863,22207.16,10.008215067891529,12,1,0,1,0,8,3,0.03636363636363636,0.566,0.437,0
TXN00047028,2025-07-19 12:32:54,UPI,Chennai,Fashion,M1271,C15804,416.86,6.035146448194105,12,1,0,0,0,3,1,0.0,0.268,0.0,0
TXN00037491,2025-07-19 12:33:07,Card,Mumbai,Electronics,M1562,C45789,17541.34,9.772372666377995,12,1,0,0,0,13,1,0.0,0.337,0.214,0
TXN00022253,2025-07-19 12:33:12,UPI,Pune,Grocery,M1673,C37281,18849.97,9.844319650438136,12,1,0,0,0,2,2,0.018518518518518517,0.033,0.074,0
