alert_id,txn_id,alert_ts,channel,city,merchant_category,merchant_id,customer_id,amount_inr,fraud_score,rule_hit,severity,status,is_false_positive,is_blocked,analyst_queue
ALT0003893,TXN00019659,2025-08-11 23:45:02,Card,Jaipur,Education,M1236,C54320,6033.24,0.785,geo_mismatch,High,Escalated,0,0,Queue
ALT0003894,TXN00020855,2025-08-11 23:46:27,Card,Kochi,Grocery,M1400,C22845,27439.13,0.737,amount_spike,High,Investigating,0,0,Queue
ALT0003928,TXN00015370,2025-08-12 01:54:46,Card,Surat,Food Delivery,M1095,C20762,18536.59,0.798,night_burst,High,Investigating,0,0,Queue
ALT0003929,TXN00023412,2025-08-12 02:09:22,UPI,Kolkata,Travel,M1793,C60478,6655.21,0.763,night_burst,High,Investigating,0,0,Queue
ALT0003956,TXN00043673,2025-08-12 03:46:29,UPI,Jaipur,Travel,M1506,C56722,1086.33,0.779,device,High,Investigating,0,0,Queue
ALT0003959,TXN00041274,2025-08-12 03:51:59,Card,Delhi,Food Delivery,M1329,C31032,18115.74,0.736,night_burst,High,Escalated,0,0,Queue
ALT0004012,TXN00015220,2025-08-12 13:08:23,Card,Chennai,Electronics,M1596,C18682,1916.49,0.686,velocity,High,Investigating,0,0,Queue
ALT0004046,TXN00012396,2025-08-12 23:31:14,UPI,Ahmedabad,Food Delivery,M1059,C61352,4714.12,0.766,device,High,Open,0,0,Queue
ALT0004058,TXN00043208,2025-08-13 00:04:40,UPI,Delhi,Fashion,M1293,C37647,4003.98,0.815,velocity,High,Escalated,0,0,Queue
ALT0004062,TXN00039524,2025-08-13 00:12:06,Card,Ahmedabad,Grocery,M1834,C87801,11282.14,0.761,night_burst,High,Open,0,0,Queue
ALT0004074,TXN00013075,2025-08-13 00:49:56,UPI,Kochi,Fashion,M1173,C81581,8520.55,0.71,new_payee,High,Investigating,0,0,Queue
ALT0004081,TXN00025237,2025-08-13 01:12:55,Card,Chandigarh,Travel,M1476,C75861,204506.64,0.764,amount_spike,High,Escalated,0,0,Queue
ALT0004084,TXN00002369,2025-08-13 01:16:20,Card,Indore,Fuel,M1091,C39179,9260.01,0.82,device,High,Investigating,0,0,Queue
ALT0004196,TXN00008375,2025-08-13 23:46:22,Card,Bengaluru,Fashion,M1707,C21353,6265.03,0.746,device,High,Escalated,0,0,Queue
ALT0000005,TXN00025566,2025-07-15 00:14:15,UPI,Jaipur,Education,M1898,C56616,916.62,0.557,night_burst,Medium,Open,0,0,Queue
ALT0000009,TXN00024934,2025-07-15 00:24:29,UPI,Jaipur,Food Delivery,M1045,C79796,13981.93,0.6,velocity,Medium,Investigating,0,0,Queue
ALT0000016,TXN00017899,2025-07-15 00:37:27,UPI,Chandigarh,Grocery,M1083,C84428,42549.23,0.59,amount_spike,Medium,Open,0,0,Queue
ALT0000020,TXN00017804,2025-07-15 01:02:51,Card,Jaipur,Food Delivery,M1428,C28617,2589.6,0.625,geo_mismatch,Medium,Escalated,0,0,Queue
ALT0000023,TXN00047711,2025-07-15 01:23:02,UPI,Delhi,Grocery,M1202,C78630,2912.18,0.604,new_payee,Medium,Investigating,0,0,Queue
ALT0000024,TXN00009834,2025-07-15 01:29:57,Wallet,Kochi,Fashion,M1379,C12454,78919.86,0.616,velocity,Medium,Investigating,0,0,Queue
ALT0000025,TXN00032604,2025-07-15 01:30:14,UPI,Bengaluru,Education,M1515,C37390,2997.89,0.614,new_payee,Medium,Open,0,0,Queue
ALT0000026,TXN00044005,2025-07-15 01:33:14,UPI,Pune,Grocery,M1639,C89427,21182.27,0.675,velocity,Medium,Escalated,0,0,Queue
