txn_id,txn_ts,channel,city,merchant_category,merchant_id,customer_id,device_id,amount_inr,is_night,is_new_device,is_geo_shift,txn_count_1h,fraud_score,is_fraud_label
TXN00004557,2025-07-15 07:25:26,UPI,Chandigarh,Travel,M1413,C23363,D50222,1383.16,0,0,0,12,0.255,0
TXN00041422,2025-07-15 07:26:07,UPI,Kolkata,Grocery,M1848,C63423,D60473,2003.34,0,0,0,7,0.385,0
TXN00042804,2025-07-15 07:27:35,Card,Chennai,Utilities,M1104,C39319,D57106,85764.99,0,0,0,6,0.342,0
TXN00026329,2025-07-15 07:27:55,UPI,Chennai,Utilities,M1030,C29419,D84522,495.27,0,0,0,9,0.161,0
TXN00043525,2025-07-15 07:28:16,UPI,Indore,Grocery,M1291,C76886,D81555,3206.07,0,0,0,5,0.073,0
TXN00031789,2025-07-15 07:29:37,UPI,Nagpur,Gaming,M1548,C72729,D94256,3274.77,0,0,0,9,0.203,0
TXN00042440,2025-07-15 07:30:42,Card,Kolkata,Fuel,M1060,C31322,D58992,9361.79,0,0,0,12,0.225,0
TXN00015820,2025-07-15 07:33:17,Card,Bengaluru,Utilities,M1691,C68404,D63469,2036.47,0,0,0,1,0.276,0
TXN00039417,2025-07-15 07:33:23,Card,Kolkata,Food Delivery,M1885,C55369,D81468,10265.68,0,0,0,13,0.27,0
TXN00029924,2025-07-15 07:34:30,UPI,Chennai,Utilities,M1077,C81035,D86530,3509.74,0,0,0,13,0.209,0
TXN00023518,2025-07-15 07:35:03,UPI,Mumbai,Fuel,M1824,C85173,D72410,3143.47,0,0,0,4,0.208,0
TXN00002835,2025-07-15 07:35:12,UPI,Indore,Healthcare,M1781,C65965,D86175,2859.72,0,1,0,12,0.416,0
TXN00025593,2025-07-15 07:35:34,UPI,Bengaluru,Healthcare,M1647,C53328,D56555,5626.34,0,0,0,11,0.361,0
TXN00009983,2025-07-15 07:36:41,UPI,Chennai,Fuel,M1335,C89327,D67817,7265.59,0,0,0,12,0.215,0
TXN00042085,2025-07-15 07:39:58,Card,Ahmedabad,Gaming,M1898,C52735,D50357,14906.9,0,0,0,4,0.039,0
TXN00007890,2025-07-15 07:41:20,Card,Surat,Fuel,M1525,C69250,D75064,8555.55,0,0,0,13,0.426,0
TXN00040448,2025-07-15 07:41:31,Card,Chennai,Fuel,M1399,C34369,D90810,4141.59,0,0,0,6,0.169,0
TXN00007160,2025-07-15 07:41:47,Card,Hyderabad,Gaming,M1406,C49114,D82712,7752.5,0,0,0,4,0.063,0
TXN00017752,2025-07-15 07:41:54,UPI,Delhi,Grocery,M1346,C52661,D60754,24791.27,0,0,0,1,0.01,0
TXN00045758,2025-07-15 07:42:33,UPI,Jaipur,Education,M1003,C82258,D90851,809.7,0,0,0,2,0.045,0
TXN00027699,2025-07-15 07:42:40,UPI,Hyderabad,Utilities,M1065,C21806,D65381,2061.36,0,0,0,9,0.298,0
TXN00037873,2025-07-15 07:44:18,Wallet,Nagpur,Grocery,M1780,C84981,D86533,1129.75,0,0,0,8,0.317,0
TXN00026667,2025-07-15 07:44:22,Wallet,Mumbai,Food Delivery,M1210,C74266,D95688,1515.73,0,0,0,10,0.432,0
TXN00005170,2025-07-15 07:46:40,Card,Nagpur,Education,M1596,C58427,D65993,7486.48,0,0,0,10,0.26,0
TXN00014833,2025-07-15 07:46:57,UPI,Nagpur,Gaming,M1544,C78800,D99112,2373.98,0,0,0,8,0.233,0
TXN00043870,2025-07-15 07:47:58,Card,Pune,Gaming,M1133,C47644,D92643,10997.63,0,0,0,8,0.389,0
TXN00016265,2025-07-15 07:48:17,UPI,Jaipur,Grocery,M1129,C41091,D67525,5374.65,0,0,0,7,0.414,0
TXN00030989,2025-07-15 07:49:47,UPI,Jaipur,Grocery,M1685,C19934,D51397,3362.37,0,0,0,12,0.188,0
TXN00008200,2025-07-15 07:50:09,UPI,Nagpur,Grocery,M1798,C65853,D82541,2097.27,0,0,0,4,0.058,0
TXN00027847,2025-07-15 07:50:14,UPI,Chandigarh,Gaming,M1723,C75051,D67520,922.57,0,0,0,12,0.395,0
TXN00024885,2025-07-15 07:50:58,UPI,Hyderabad,Electronics,M1414,C32206,D74277,4634.34,0,0,0,11,0.296,0
TXN00019579,2025-07-15 07:51:40,Card,Kolkata,Food Delivery,M1632,C49053,D58968,469.84,0,1,0,10,0.659,0
TXN00033498,2025-07-15 07:53:17,UPI,Indore,Gaming,M1026,C71789,D66557,19083.78,0,0,0,3,0.214,0
TXN00000137,2025-07-15 07:54:49,UPI,Delhi,Fashion,M1179,C15644,D52021,857.47,0,0,0,9,0.355,0
TXN00025555,2025-07-15 07:54:59,UPI,Chennai,Fashion,M1338,C24213,D67963,10771.64,0,0,0,5,0.253,0
TXN00015255,2025-07-15 07:55:23,Card,Ahmedabad,Electronics,M1353,C52443,D90389,3799.15,0,1,0,10,0.609,0
TXN00032992,2025-07-15 07:55:34,Wallet,Chandigarh,Gaming,M1012,C56489,D99155,4605.64,0,0,0,7,0.43,0
TXN00032566,2025-07-15 07:55:59,UPI,Chennai,Gaming,M1878,C57737,D77903,3628.36,0,0,0,1,0.039,0
TXN00013319,2025-07-15 07:56:10,UPI,Kochi,Gaming,M1263,C11431,D82956,3120.25,0,0,0,13,0.164,0
TXN00020732,2025-07-15 07:57:56,UPI,Bengaluru,Fuel,M1630,C35350,D54889,22476.81,0,0,0,9,0.417,0
TXN00006736,2025-07-15 07:58:14,Card,Delhi,Electronics,M1197,C48240,D53604,5996.54,0,0,0,4,0.036,0
TXN00026908,2025-07-15 07:58:44,Wallet,Chandigarh,Food Delivery,M1399,C80129,D65143,1778.05,0,1,0,3,0.246,0
TXN00041725,2025-07-15 07:59:09,Card,Hyderabad,Fuel,M1015,C75762,D67987,23022.83,0,0,0,11,0.322,0
TXN00027229,2025-07-15 07:59:32,UPI,Bengaluru,Electronics,M1251,C21505,D52882,6563.52,0,0,0,4,0.229,0
TXN00005918,2025-07-15 08:00:15,Wallet,Pune,Electronics,M1401,C57612,D55374,2984.1,0,0,0,5,0.137,0
TXN00006570,2025-07-15 08:05:54,UPI,Indore,Utilities,M1710,C45738,D74905,7041.74,0,0,0,7,0.18,0
TXN00025258,2025-07-15 08:05:56,UPI,Lucknow,Electronics,M1817,C52181,D57612,1571.21,0,0,0,11,0.283,0
TXN00036277,2025-07-15 08:06:14,UPI,Indore,Grocery,M1771,C46130,D64821,7143.13,0,0,0,6,0.432,0
TXN00021329,2025-07-15 08:06:37,UPI,Nagpur,Fashion,M1505,C52235,D51414,12337.68,0,1,0,2,0.409,0
TXN00034964,2025-07-15 08:07:21,UPI,Hyderabad,Gaming,M1624,C69574,D99829,2048.1,0,0,0,10,0.182,0
TXN00004078,2025-07-15 08:08:03,Card,Surat,Education,M1551,C65290,D70796,919.43,0,0,0,9,0.436,0
TXN00041893,2025-07-15 08:10:57,UPI,Surat,Grocery,M1343,C88115,D74104,3231.4,0,1,0,8,0.387,0
TXN00011292,2025-07-15 08:11:20,UPI,Kolkata,Fashion,M1128,C70520,D78381,7060.44,0,0,0,1,0.229,0
TXN00017431,2025-07-15 08:12:07,UPI,Delhi,Grocery,M1403,C44564,D98697,300.13,0,0,0,6,0.238,0
TXN00019087,2025-07-15 08:12:55,Wallet,Ahmedabad,Travel,M1340,C22685,D94179,2295.23,0,0,0,10,0.327,0
TXN00023944,2025-07-15 08:13:20,UPI,Bengaluru,Healthcare,M1225,C55071,D94465,869.85,0,0,0,13,0.199,0
TXN00041045,2025-07-15 08:15:18,Card,Bengaluru,Fuel,M1244,C83414,D84580,13637.16,0,0,1,5,0.472,0
TXN00024889,2025-07-15 08:16:40,Card,Jaipur,Grocery,M1713,C33850,D92768,8013.08,0,0,0,3,0.219,0
TXN00002094,2025-07-15 08:18:22,Wallet,Kochi,Fashion,M1649,C66936,D98675,368.27,0,0,0,2,0.064,0
TXN00031807,2025-07-15 08:19:17,UPI,Chandigarh,Fashion,M1410,C23435,D84276,269.87,0,0,0,8,0.388,0
TXN00017102,2025-07-15 08:20:26,UPI,Bengaluru,Travel,M1854,C17157,D73211,1271.21,0,0,0,1,0.09,0
TXN00034275,2025-07-15 08:20:33,UPI,Nagpur,Gaming,M1194,C74248,D94971,9528.06,0,0,0,8,0.271,0
TXN00040670,2025-07-15 08:21:09,Card,Jaipur,Gaming,M1505,C10813,D94317,1271.44,0,0,0,1,0.252,0
TXN00037231,2025-07-15 08:23:34,Wallet,Mumbai,Grocery,M1099,C89632,D84913,3883.5,0,0,0,1,0.054,0
TXN00043548,2025-07-15 08:24:12,Card,Lucknow,Grocery,M1807,C28247,D94197,7580.82,0,0,0,4,0.177,0
TXN00044498,2025-07-15 08:24:16,Card,Hyderabad,Fashion,M1327,C37507,D52995,4260.02,0,0,0,12,0.398,0
TXN00031921,2025-07-15 08:25:09,Wallet,Hyderabad,Fashion,M1484,C35771,D65260,787.44,0,0,0,4,0.081,0
TXN00013127,2025-07-15 08:29:27,Card,Mumbai,Fashion,M1018,C61931,D90041,13039.9,0,0,0,3,0.218,0
TXN00020522,2025-07-15 08:30:20,UPI,Bengaluru,Utilities,M1340,C70582,D57502,255.88,0,0,1,1,0.291,0
TXN00020674,2025-07-15 08:32:09,UPI,Hyderabad,Utilities,M1287,C36076,D98867,1263.17,0,0,1,2,0.241,0
TXN00035120,2025-07-15 08:32:58,UPI,Chandigarh,Grocery,M1178,C53564,D58877,32394.37,0,1,0,2,0.404,0
TXN00016608,2025-07-15 08:33:46,UPI,Kolkata,Fashion,M1438,C47320,D59596,9701.53,0,0,0,9,0.183,0
TXN00024626,2025-07-15 08:34:16,Wallet,Ahmedabad,Grocery,M1678,C28344,D50638,985.99,0,0,0,8,0.416,0
TXN00047713,2025-07-15 08:34:26,UPI,Kolkata,Grocery,M1420,C84804,D53787,671.71,0,0,0,12,0.222,0
TXN00023464,2025-07-15 08:35:07,UPI,Surat,Travel,M1515,C78762,D50069,1501.65,0,0,0,4,0.273,0
TXN00027829,2025-07-15 08:35:39,Card,Hyderabad,Fuel,M1387,C52799,D87758,44791.97,0,0,0,8,0.415,0
TXN00014719,2025-07-15 08:36:29,UPI,Jaipur,Electronics,M1312,C71224,D75185,5149.8,0,0,0,1,0.277,0
TXN00043052,2025-07-15 08:38:19,Card,Delhi,Fuel,M1543,C14393,D52500,4132.9,0,0,0,2,0.037,0
TXN00033890,2025-07-15 08:39:32,Wallet,Delhi,Gaming,M1378,C46772,D59673,1351.73,0,0,0,6,0.438,0
TXN00020878,2025-07-15 08:39:39,UPI,Chennai,Electronics,M1828,C85205,D55088,292.45,0,0,0,12,0.343,0
TXN00008426,2025-07-15 08:41:59,Card,Bengaluru,Fashion,M1554,C84232,D85850,29485.27,0,0,0,3,0.368,0
TXN00045684,2025-07-15 08:42:17,Wallet,Chennai,Food Delivery,M1766,C50645,D61571,210.42,0,0,0,3,0.063,0
TXN00033965,2025-07-15 08:42:27,UPI,Chennai,Fashion,M1605,C17935,D70747,810.54,0,0,0,1,0.089,0
TXN00003084,2025-07-15 08:42:37,UPI,Mumbai,Electronics,M1552,C75767,D56638,789.39,0,0,0,11,0.201,0
TXN00045094,2025-07-15 08:42:51,UPI,Kolkata,Food Delivery,M1756,C35029,D96524,5566.1,0,0,0,6,0.312,0
TXN00028199,2025-07-15 08:43:08,UPI,Nagpur,Fuel,M1678,C85035,D68559,5529.69,0,0,0,1,0.046,0
TXN00039290,2025-07-15 08:43:15,UPI,Chennai,Grocery,M1554,C16575,D63118,3794.29,0,1,0,10,0.614,0
TXN00035920,2025-07-15 08:43:16,Card,Indore,Education,M1693,C31148,D63068,885.08,0,0,0,13,0.182,0
TXN00027640,2025-07-15 08:43:57,Card,Kolkata,Fashion,M1892,C68477,D65730,9828.98,0,0,0,8,0.433,0
TXN00007783,2025-07-15 08:44:36,Card,Delhi,Fashion,M1537,C82858,D60181,8825.25,0,0,0,1,0.275,0
TXN00013936,2025-07-15 08:44:48,Card,Kochi,Grocery,M1081,C34247,D77107,7949.64,0,0,1,7,0.502,0
TXN00003652,2025-07-15 08:46:10,UPI,Delhi,Utilities,M1202,C67005,D87833,1233.67,0,0,0,3,0.125,0
TXN00040803,2025-07-15 08:47:28,UPI,Delhi,Utilities,M1378,C48937,D51861,5026.93,0,0,1,10,0.422,0
TXN00045817,2025-07-15 08:49:10,UPI,Ahmedabad,Food Delivery,M1647,C83882,D53128,924.17,0,0,0,9,0.351,0
TXN00010719,2025-07-15 08:49:18,UPI,Chandigarh,Fashion,M1352,C52122,D70509,3076.88,0,1,1,4,0.44,0
TXN00041008,2025-07-15 08:51:12,Card,Surat,Utilities,M1064,C81940,D58697,5213.42,0,0,0,13,0.415,0
TXN00043811,2025-07-15 08:51:24,UPI,Mumbai,Fashion,M1559,C68010,D61298,385.7,0,0,0,8,0.209,0
TXN00011820,2025-07-15 08:51:41,UPI,Kolkata,Travel,M1346,C30101,D92578,6918.4,0,0,0,1,0.238,0
TXN00037139,2025-07-15 08:52:00,UPI,Chennai,Travel,M1196,C11231,D85826,1264.87,0,0,0,11,0.363,0
TXN00010359,2025-07-15 08:55:02,UPI,Hyderabad,Grocery,M1867,C43403,D74317,800.07,0,0,0,3,0.093,0
TXN00039343,2025-07-15 08:55:32,UPI,Indore,Grocery,M1569,C84489,D51615,6990.02,0,0,0,6,0.418,0
TXN00016938,2025-07-15 08:55:45,UPI,Hyderabad,Fuel,M1561,C87515,D86952,12839.52,0,1,0,4,0.284,0
TXN00002410,2025-07-15 08:56:36,UPI,Chandigarh,Fuel,M1096,C55016,D73086,3913.9,0,0,0,9,0.276,0
TXN00046402,2025-07-15 08:57:13,Card,Lucknow,Fashion,M1609,C20637,D98600,12122.71,0,0,0,5,0.208,0
TXN00028464,2025-07-15 08:59:01,Wallet,Ahmedabad,Grocery,M1650,C37364,D82083,1279.4,0,0,0,4,0.131,0
TXN00022003,2025-07-15 08:59:45,UPI,Ahmedabad,Food Delivery,M1202,C30893,D87139,3089.96,0,1,0,10,0.496,0
TXN00038060,2025-07-15 09:01:14,Wallet,Bengaluru,Travel,M1604,C64662,D66917,2357.69,0,0,0,1,0.042,0
TXN00023972,2025-07-15 09:01:22,UPI,Delhi,Fashion,M1482,C45909,D78300,2655.58,0,1,0,3,0.434,0
TXN00023017,2025-07-15 09:03:03,UPI,Surat,Electronics,M1471,C16941,D57382,490.91,0,0,1,4,0.326,0
TXN00036568,2025-07-15 09:03:17,UPI,Chennai,Travel,M1080,C88836,D50879,1464.0,0,0,0,12,0.389,0
TXN00020826,2025-07-15 09:04:10,Card,Chennai,Food Delivery,M1674,C67431,D68454,13211.1,0,0,0,12,0.343,0
TXN00008157,2025-07-15 09:04:54,Card,Pune,Travel,M1657,C23319,D60840,5416.69,0,0,0,1,0.225,0
TXN00009665,2025-07-15 09:05:03,UPI,Kochi,Electronics,M1621,C42591,D59362,674.06,0,0,0,2,0.143,0
TXN00014703,2025-07-15 09:05:28,UPI,Chandigarh,Grocery,M1456,C21020,D75061,2660.18,0,0,0,11,0.162,0
TXN00018481,2025-07-15 09:06:30,UPI,Pune,Utilities,M1772,C76668,D53848,4494.89,0,0,0,8,0.228,0
TXN00032792,2025-07-15 09:07:22,Card,Chandigarh,Fuel,M1778,C72683,D54843,2290.12,0,0,0,5,0.152,0
TXN00036686,2025-07-15 09:08:52,UPI,Mumbai,Grocery,M1202,C25045,D69653,388.98,0,0,0,9,0.297,0
TXN00029097,2025-07-15 09:09:18,UPI,Chennai,Fuel,M1694,C31019,D95580,2296.22,0,0,0,12,0.199,0
TXN00039178,2025-07-15 09:10:54,UPI,Hyderabad,Travel,M1191,C53204,D61907,5032.7,0,0,0,11,0.252,0
TXN00046501,2025-07-15 09:11:23,UPI,Ahmedabad,Food Delivery,M1098,C59092,D68743,1758.28,0,0,0,1,0.07,0
TXN00018742,2025-07-15 09:12:57,UPI,Delhi,Healthcare,M1874,C37912,D88458,2476.83,0,0,0,10,0.312,0
TXN00040644,2025-07-15 09:14:15,Card,Chennai,Fuel,M1629,C59817,D78622,1252.7,0,1,0,7,0.565,0
TXN00022089,2025-07-15 09:14:44,Card,Surat,Electronics,M1197,C73822,D86865,18354.9,0,0,0,11,0.237,0
TXN00042635,2025-07-15 09:14:55,UPI,Kolkata,Education,M1249,C29255,D77380,7444.69,0,0,0,6,0.312,0
TXN00032955,2025-07-15 09:17:28,UPI,Delhi,Grocery,M1159,C18398,D62738,1477.12,0,0,0,9,0.234,0
TXN00015747,2025-07-15 09:19:25,UPI,Lucknow,Food Delivery,M1760,C23264,D85138,49067.44,0,0,0,12,0.575,0
TXN00027181,2025-07-15 09:19:27,Card,Hyderabad,Education,M1358,C50778,D69536,4246.83,0,0,0,9,0.194,0
TXN00035102,2025-07-15 09:19:43,Card,Delhi,Healthcare,M1225,C61840,D73069,3366.4,0,1,0,5,0.416,0
TXN00046659,2025-07-15 09:19:45,UPI,Chennai,Grocery,M1393,C46941,D57576,14210.68,0,0,0,7,0.261,0
TXN00022273,2025-07-15 09:19:56,UPI,Delhi,Healthcare,M1457,C35617,D53381,4898.38,0,0,0,4,0.226,0
TXN00040223,2025-07-15 09:21:03,Wallet,Delhi,Fashion,M1754,C56490,D77900,8601.16,0,0,0,6,0.392,0
TXN00017567,2025-07-15 09:21:12,Wallet,Delhi,Travel,M1756,C63470,D76877,148.73,0,0,0,4,0.244,0
TXN00033478,2025-07-15 09:22:21,UPI,Lucknow,Food Delivery,M1578,C85150,D74211,69235.66,0,0,0,4,0.345,0
TXN00011451,2025-07-15 09:22:38,Card,Delhi,Gaming,M1772,C35764,D93687,12088.12,0,0,0,10,0.187,0
TXN00009532,2025-07-15 09:22:54,Card,Kochi,Fuel,M1841,C47899,D85843,1837.1,0,0,0,3,0.191,0
TXN00006141,2025-07-15 09:24:45,Wallet,Nagpur,Electronics,M1533,C29600,D61981,1015.66,0,0,0,2,0.007,0
TXN00027306,2025-07-15 09:24:53,Card,Chennai,Electronics,M1655,C30706,D69274,22620.48,0,0,0,7,0.265,0
TXN00027381,2025-07-15 09:25:24,Card,Jaipur,Fashion,M1607,C55540,D53423,3885.14,0,0,0,8,0.258,0
TXN00024712,2025-07-15 09:25:36,Card,Kolkata,Grocery,M1689,C34668,D68685,2078.29,0,0,0,3,0.199,0
TXN00013553,2025-07-15 09:25:42,UPI,Pune,Food Delivery,M1606,C30146,D93315,6384.14,0,1,0,3,0.307,0
TXN00010043,2025-07-15 09:26:53,Wallet,Nagpur,Food Delivery,M1456,C22528,D80735,16681.7,0,0,0,12,0.35,0
TXN00000994,2025-07-15 09:27:08,UPI,Pune,Electronics,M1743,C84966,D74409,2442.74,0,0,0,12,0.388,0
TXN00032576,2025-07-15 09:30:54,Card,Chandigarh,Healthcare,M1754,C56861,D81902,5320.45,0,0,0,2,0.017,0
TXN00001811,2025-07-15 09:31:57,Card,Surat,Fuel,M1167,C48198,D69216,17726.91,0,0,0,11,0.315,0
TXN00030276,2025-07-15 09:32:58,UPI,Kochi,Healthcare,M1491,C30567,D57612,2005.57,0,0,0,2,0.095,0
TXN00017170,2025-07-15 09:33:23,UPI,Kochi,Utilities,M1023,C70630,D67331,1108.49,0,0,0,5,0.255,0
TXN00037510,2025-07-15 09:35:25,UPI,Bengaluru,Fashion,M1510,C53745,D87718,28314.44,0,0,0,2,0.329,0
TXN00046579,2025-07-15 09:35:47,UPI,Mumbai,Fashion,M1873,C31750,D64802,8364.62,0,0,0,1,0.268,0
TXN00009857,2025-07-15 09:36:24,UPI,Bengaluru,Travel,M1331,C11092,D93892,2981.3,0,0,0,5,0.162,0
TXN00030730,2025-07-15 09:36:41,Card,Pune,Electronics,M1494,C20368,D54044,784.17,0,0,0,11,0.361,0
TXN00040093,2025-07-15 09:36:41,UPI,Lucknow,Travel,M1441,C52292,D95386,1383.13,0,0,0,8,0.331,0
TXN00014376,2025-07-15 09:37:07,UPI,Delhi,Electronics,M1181,C64342,D61819,32061.89,0,0,0,1,0.274,0
TXN00017816,2025-07-15 09:38:01,UPI,Indore,Gaming,M1277,C88172,D72666,1280.07,0,0,0,4,0.248,0
TXN00006511,2025-07-15 09:39:08,UPI,Indore,Fashion,M1083,C39522,D88443,3566.26,0,0,1,5,0.441,0
TXN00024859,2025-07-15 09:40:01,Card,Jaipur,Utilities,M1703,C38208,D93443,50859.58,0,0,0,4,0.434,0
TXN00004310,2025-07-15 09:44:28,Card,Mumbai,Travel,M1083,C23856,D72042,2832.37,0,0,0,13,0.236,0
TXN00042459,2025-07-15 09:44:43,UPI,Chandigarh,Fuel,M1738,C51754,D68072,859.63,0,0,0,9,0.304,0
TXN00017970,2025-07-15 09:45:45,UPI,Kochi,Travel,M1708,C11321,D64605,1089.22,0,1,0,11,0.525,0
TXN00013759,2025-07-15 09:46:07,Wallet,Mumbai,Food Delivery,M1510,C26957,D98043,1422.55,0,0,0,13,0.388,0
TXN00046439,2025-07-15 09:46:48,UPI,Delhi,Food Delivery,M1831,C59611,D88817,5006.48,0,0,0,10,0.236,0
TXN00011441,2025-07-15 09:46:48,UPI,Surat,Utilities,M1644,C76900,D66378,1303.04,0,0,0,1,0.166,0
TXN00034527,2025-07-15 09:47:02,UPI,Pune,Travel,M1316,C85259,D64852,2335.43,0,0,0,4,0.071,0
TXN00009698,2025-07-15 09:49:30,UPI,Nagpur,Gaming,M1129,C22676,D81806,4171.99,0,0,0,2,0.052,0
TXN00030722,2025-07-15 09:50:02,UPI,Pune,Utilities,M1407,C50731,D87907,6228.63,0,0,0,5,0.086,0
TXN00009251,2025-07-15 09:50:09,Card,Bengaluru,Utilities,M1497,C43434,D96649,2270.12,0,0,0,10,0.356,0
TXN00035044,2025-07-15 09:51:42,Wallet,Chandigarh,Grocery,M1152,C81228,D54273,223.1,0,0,0,5,0.096,0
TXN00039764,2025-07-15 09:52:26,Card,Chandigarh,Gaming,M1772,C27142,D81002,1246.71,0,0,0,2,0.114,0
TXN00014985,2025-07-15 09:53:02,UPI,Indore,Fashion,M1547,C83826,D72143,747.47,0,0,0,13,0.286,0
TXN00001428,2025-07-15 09:53:34,Card,Bengaluru,Fashion,M1096,C62069,D56143,804.21,0,0,0,13,0.38,0
TXN00042503,2025-07-15 09:53:56,Card,Kolkata,Utilities,M1614,C58438,D79147,37917.02,0,0,0,1,0.287,0
TXN00002906,2025-07-15 09:54:31,UPI,Surat,Healthcare,M1016,C47448,D74622,1582.7,0,0,0,3,0.087,0
TXN00011709,2025-07-15 09:54:34,Wallet,Jaipur,Gaming,M1527,C80340,D84850,4774.12,0,0,0,4,0.204,0
TXN00031988,2025-07-15 09:55:30,UPI,Pune,Food Delivery,M1689,C86079,D71035,1842.43,0,0,1,1,0.348,0
TXN00011430,2025-07-15 09:56:52,UPI,Indore,Travel,M1332,C38256,D71339,1033.74,0,1,0,10,0.539,0
TXN00030000,2025-07-15 09:57:09,UPI,Bengaluru,Travel,M1676,C67031,D51378,3846.47,0,0,0,11,0.275,0
TXN00036705,2025-07-15 09:57:10,UPI,Bengaluru,Food Delivery,M1361,C42382,D78774,1651.55,0,0,0,6,0.223,0
TXN00037683,2025-07-15 09:57:18,Card,Mumbai,Electronics,M1670,C52816,D57016,19854.86,0,0,0,4,0.089,0
TXN00026621,2025-07-15 09:58:01,UPI,Jaipur,Travel,M1508,C35107,D61089,10617.2,0,0,0,13,0.205,0
TXN00021217,2025-07-15 09:59:12,Card,Indore,Fuel,M1852,C70739,D59893,6568.22,0,0,0,9,0.308,0
TXN00046065,2025-07-15 10:00:05,UPI,Lucknow,Food Delivery,M1833,C68684,D87016,2064.12,0,0,1,5,0.266,0
TXN00030246,2025-07-15 10:00:25,UPI,Surat,Electronics,M1504,C83988,D83590,2812.07,0,0,0,13,0.203,0
TXN00032822,2025-07-15 10:00:29,UPI,Chandigarh,Travel,M1455,C42440,D79608,997.88,0,0,0,8,0.252,0
TXN00000143,2025-07-15 10:01:04,UPI,Kochi,Grocery,M1256,C38372,D86431,498.53,0,0,0,11,0.405,0
TXN00004873,2025-07-15 10:01:45,UPI,Mumbai,Fashion,M1060,C26277,D52235,511.61,0,0,0,5,0.093,0
TXN00029490,2025-07-15 10:01:49,UPI,Mumbai,Electronics,M1671,C14198,D51913,2003.38,0,0,1,9,0.572,0
TXN00037040,2025-07-15 10:01:52,UPI,Delhi,Fuel,M1046,C85401,D83644,3054.44,0,0,0,10,0.214,0
TXN00008745,2025-07-15 10:02:11,UPI,Indore,Utilities,M1380,C72198,D50974,8973.14,0,0,0,3,0.105,0
TXN00000937,2025-07-15 10:04:30,Card,Ahmedabad,Travel,M1514,C60247,D98300,480.06,0,0,0,1,0.192,0
TXN00025897,2025-07-15 10:04:44,UPI,Lucknow,Electronics,M1593,C50888,D82356,5687.79,0,0,0,12,0.218,0
TXN00035348,2025-07-15 10:04:57,UPI,Kochi,Travel,M1185,C34002,D96745,932.65,0,0,0,9,0.173,0
TXN00033544,2025-07-15 10:06:09,UPI,Hyderabad,Electronics,M1659,C86525,D76104,4059.18,0,0,0,3,0.174,0
TXN00020542,2025-07-15 10:08:35,UPI,Nagpur,Electronics,M1266,C26881,D57499,2550.32,0,0,0,6,0.324,0
TXN00005992,2025-07-15 10:09:16,UPI,Chandigarh,Gaming,M1808,C47512,D58976,1744.0,0,0,1,1,0.232,0
TXN00047117,2025-07-15 10:09:20,UPI,Kochi,Food Delivery,M1445,C26546,D57029,12061.13,0,1,1,7,0.583,0
TXN00032031,2025-07-15 10:10:26,UPI,Pune,Grocery,M1487,C24728,D99066,1851.28,0,0,0,7,0.26,0
TXN00042628,2025-07-15 10:14:49,Wallet,Pune,Education,M1563,C70579,D51153,3324.8,0,0,0,1,0.153,0
TXN00000841,2025-07-15 10:15:04,UPI,Pune,Food Delivery,M1776,C41951,D73656,802.01,0,0,0,3,0.227,0
TXN00019031,2025-07-15 10:15:14,Card,Indore,Food Delivery,M1096,C23664,D78750,4205.32,0,0,0,5,0.018,0
TXN00040673,2025-07-15 10:15:14,UPI,Pune,Fuel,M1749,C82278,D57406,559.35,0,0,0,9,0.341,0
TXN00009934,2025-07-15 10:15:26,UPI,Nagpur,Electronics,M1541,C46816,D93713,2313.74,0,0,0,13,0.403,0
TXN00009792,2025-07-15 10:17:03,Card,Kochi,Food Delivery,M1065,C12586,D96877,3729.23,0,0,0,5,0.211,0
TXN00014372,2025-07-15 10:17:04,Card,Kochi,Grocery,M1562,C75905,D51845,7115.05,0,0,0,9,0.429,0
TXN00043234,2025-07-15 10:17:38,UPI,Nagpur,Travel,M1587,C74543,D56527,959.82,0,0,0,4,0.277,0
TXN00017330,2025-07-15 10:17:52,UPI,Surat,Fashion,M1016,C28553,D62850,2207.19,0,0,0,7,0.16,0
TXN00027408,2025-07-15 10:19:15,Wallet,Lucknow,Utilities,M1354,C13370,D75223,1444.96,0,0,0,10,0.2,0
TXN00045041,2025-07-15 10:19:16,UPI,Ahmedabad,Travel,M1630,C28912,D88335,3310.41,0,0,0,13,0.352,0
TXN00013036,2025-07-15 10:19:39,Card,Mumbai,Electronics,M1568,C32412,D98297,8366.99,0,0,0,8,0.212,0
TXN00043344,2025-07-15 10:21:19,Card,Kolkata,Fashion,M1483,C56562,D95140,7207.96,0,0,0,13,0.42,0
TXN00012265,2025-07-15 10:21:28,UPI,Mumbai,Fuel,M1673,C16638,D75066,1476.2,0,1,0,11,0.407,0
TXN00010357,2025-07-15 10:22:13,Card,Surat,Grocery,M1084,C50358,D75228,2694.36,0,0,0,2,0.029,0
TXN00016632,2025-07-15 10:22:22,UPI,Chandigarh,Fashion,M1248,C23821,D54321,3304.21,0,1,0,10,0.436,0
TXN00016961,2025-07-15 10:23:59,Card,Lucknow,Electronics,M1704,C22500,D79408,9253.85,0,0,0,9,0.269,0
