alert_id,txn_id,alert_ts,channel,city,merchant_category,merchant_id,customer_id,amount_inr,fraud_score,rule_hit,severity,status,is_false_positive,is_blocked,analyst_queue
ALT0001185,TXN00038718,2025-07-23 04:29:03,UPI,Surat,Grocery,M1197,C42139,1574.91,0.577,night_burst,Medium,Open,0,0,Queue
ALT0001186,TXN00036354,2025-07-23 04:33:24,Card,Bengaluru,Electronics,M1555,C44823,63069.71,0.587,velocity,Medium,Investigating,0,0,Queue
ALT0001187,TXN00044898,2025-07-23 04:34:51,UPI,Indore,Utilities,M1371,C54605,692.94,0.545,night_burst,Low,Cleared,1,0,Done
ALT0001188,TXN00043993,2025-07-23 04:36:38,UPI,Surat,Utilities,M1386,C10275,6245.8,0.576,velocity,Medium,Escalated,0,0,Queue
ALT0001189,TXN00042448,2025-07-23 04:38:16,UPI,Bengaluru,Fashion,M1730,C61646,1373.53,0.541,night_burst,Low,Open,0,0,Queue
ALT0001190,TXN00001861,2025-07-23 04:42:23,UPI,Delhi,Electronics,M1877,C24382,13480.7,0.736,velocity,High,Investigating,0,0,Queue
ALT0001191,TXN00033354,2025-07-23 04:47:03,UPI,Bengaluru,Utilities,M1535,C57455,6478.58,0.625,velocity,Medium,Cleared,1,0,Done
ALT0001192,TXN00029433,2025-07-23 04:48:18,Card,Hyderabad,Healthcare,M1143,C35659,41358.66,0.765,amount_spike,High,Cleared,0,0,Done
ALT0001193,TXN00021984,2025-07-23 04:52:47,Wallet,Surat,Grocery,M1451,C80574,5482.86,0.503,device,Low,Cleared,1,0,Done
ALT0001194,TXN00003724,2025-07-23 04:55:45,Card,Chennai,Utilities,M1573,C54458,21195.63,0.496,velocity,Low,Blocked,1,1,Done
ALT0001195,TXN00010001,2025-07-23 05:10:17,Card,Hyderabad,Food Delivery,M1756,C56154,53484.95,0.799,geo_mismatch,High,Investigating,0,0,Queue
ALT0001196,TXN00003839,2025-07-23 05:45:52,Card,Chennai,Grocery,M1774,C81900,68077.92,0.591,velocity,Medium,Escalated,0,0,Queue
ALT0001197,TXN00028678,2025-07-23 05:52:17,UPI,Ahmedabad,Food Delivery,M1853,C79439,180.45,0.517,velocity,Low,Cleared,1,0,Done
ALT0001198,TXN00007995,2025-07-23 06:56:28,Card,Mumbai,Fuel,M1200,C54859,8591.06,0.624,geo_mismatch,Medium,Blocked,0,1,Done
ALT0001199,TXN00045384,2025-07-23 07:27:48,Wallet,Bengaluru,Fashion,M1719,C44163,8798.31,0.612,velocity,Medium,Open,0,0,Queue
ALT0001200,TXN00034317,2025-07-23 07:40:48,Card,Jaipur,Fashion,M1339,C84148,36063.08,0.82,device,High,Investigating,0,0,Queue
ALT0001201,TXN00015771,2025-07-23 07:54:13,UPI,Ahmedabad,Healthcare,M1510,C51686,1290.16,0.545,velocity,Low,Blocked,1,1,Done
ALT0001202,TXN00010125,2025-07-23 07:58:14,UPI,Surat,Fashion,M1774,C46998,1564.4,0.835,geo_mismatch,Critical,Investigating,0,0,Queue
ALT0001203,TXN00043934,2025-07-23 08:02:07,UPI,Surat,Food Delivery,M1462,C47507,7184.8,0.489,velocity,Low,Open,0,0,Queue
ALT0001204,TXN00021162,2025-07-23 08:22:36,Wallet,Chennai,Travel,M1846,C81705,2996.24,0.494,device,Low,Open,0,0,Queue
ALT0001205,TXN00028930,2025-07-23 08:39:37,UPI,Kochi,Fashion,M1491,C17130,5418.96,0.639,velocity,Medium,Investigating,0,0,Queue
ALT0001206,TXN00025373,2025-07-23 09:01:19,UPI,Nagpur,Healthcare,M1405,C30601,656.36,0.623,new_payee,Medium,Blocked,1,1,Done
ALT0001207,TXN00035751,2025-07-23 09:02:17,UPI,Chennai,Food Delivery,M1019,C61879,3444.67,0.558,velocity,Medium,Open,0,0,Queue
ALT0001208,TXN00018250,2025-07-23 09:09:01,Card,Chennai,Grocery,M1359,C52976,19200.77,0.765,velocity,High,Blocked,0,1,Done
ALT0001209,TXN00024944,2025-07-23 10:02:03,Card,Lucknow,Utilities,M1322,C17117,16762.95,0.486,amount_spike,Low,Cleared,1,0,Done
ALT0001210,TXN00032003,2025-07-23 10:28:51,UPI,Mumbai,Utilities,M1181,C14600,9745.03,0.595,velocity,Medium,Investigating,0,0,Queue
ALT0001211,TXN00030519,2025-07-23 10:39:47,Card,Chandigarh,Healthcare,M1473,C66464,59101.58,0.519,amount_spike,Low,Open,0,0,Queue
ALT0001212,TXN00010843,2025-07-23 11:54:48,Card,Kochi,Food Delivery,M1511,C61682,7531.32,0.562,velocity,Medium,Investigating,0,0,Queue
ALT0001213,TXN00047430,2025-07-23 12:47:14,Card,Jaipur,Food Delivery,M1713,C29061,3561.36,0.538,geo_mismatch,Low,Blocked,1,1,Done
ALT0001214,TXN00036379,2025-07-23 12:54:38,UPI,Mumbai,Food Delivery,M1301,C54948,54707.99,0.558,new_payee,Medium,Cleared,1,0,Done
ALT0001215,TXN00020489,2025-07-23 13:29:37,UPI,Pune,Travel,M1876,C69902,2723.38,0.612,device,Medium,Investigating,0,0,Queue
ALT0001216,TXN00046900,2025-07-23 13:40:10,Card,Kolkata,Fashion,M1768,C63735,11107.65,0.593,device,Medium,Investigating,0,0,Queue
ALT0001217,TXN00012535,2025-07-23 13:51:22,Card,Nagpur,Travel,M1599,C20398,2550.89,0.493,device,Low,Escalated,0,0,Queue
ALT0001218,TXN00013023,2025-07-23 14:37:25,Card,Surat,Grocery,M1377,C20811,2157.71,0.544,velocity,Low,Cleared,1,0,Done
ALT0001219,TXN00038370,2025-07-23 14:38:06,Card,Nagpur,Fuel,M1794,C40745,98952.32,0.584,velocity,Medium,Investigating,0,0,Queue
ALT0001220,TXN00022532,2025-07-23 14:52:34,UPI,Pune,Food Delivery,M1423,C45615,5820.02,0.624,velocity,Medium,Blocked,1,1,Done
ALT0001221,TXN00044794,2025-07-23 15:27:12,UPI,Mumbai,Fashion,M1162,C43050,37751.65,0.531,velocity,Low,Cleared,1,0,Done
ALT0001222,TXN00038368,2025-07-23 15:37:35,UPI,Indore,Grocery,M1878,C49203,20500.85,0.492,device,Low,Cleared,1,0,Done
ALT0001223,TXN00036380,2025-07-23 15:41:08,UPI,Chandigarh,Grocery,M1618,C84719,42821.33,0.588,device,Medium,Cleared,1,0,Done
ALT0001224,TXN00046391,2025-07-23 15:44:02,UPI,Kochi,Fashion,M1116,C46662,4674.03,0.743,geo_mismatch,High,Cleared,0,0,Done
ALT0001225,TXN00039753,2025-07-23 16:14:32,Card,Jaipur,Education,M1733,C27816,184827.98,0.589,velocity,Medium,Open,0,0,Queue
ALT0001226,TXN00045891,2025-07-23 16:30:52,Wallet,Hyderabad,Grocery,M1106,C49249,2239.91,0.626,new_payee,Medium,Blocked,0,1,Done
ALT0001227,TXN00000116,2025-07-23 16:49:59,Wallet,Bengaluru,Utilities,M1234,C76717,4593.67,0.493,device,Low,Open,0,0,Queue
ALT0001228,TXN00006732,2025-07-23 17:39:51,UPI,Lucknow,Travel,M1874,C43606,933.61,0.48,velocity,Low,Cleared,1,0,Done
ALT0001229,TXN00031904,2025-07-23 17:43:06,Card,Kolkata,Travel,M1485,C64256,51126.65,0.586,new_payee,Medium,Investigating,0,0,Queue
ALT0001230,TXN00013497,2025-07-23 17:52:32,Card,Hyderabad,Electronics,M1440,C58415,20014.81,0.627,amount_spike,Medium,Open,0,0,Queue
ALT0001231,TXN00047285,2025-07-23 18:21:00,UPI,Chennai,Electronics,M1217,C10233,7102.42,0.606,velocity,Medium,Investigating,0,0,Queue
ALT0001232,TXN00040935,2025-07-23 18:22:23,Wallet,Indore,Utilities,M1611,C30684,915.29,0.481,velocity,Low,Cleared,1,0,Done
ALT0001233,TXN00035156,2025-07-23 18:26:41,Card,Chandigarh,Travel,M1691,C17847,27844.88,0.615,amount_spike,Medium,Investigating,0,0,Queue
ALT0001234,TXN00004380,2025-07-23 18:44:03,UPI,Mumbai,Food Delivery,M1550,C50825,821.82,0.481,device,Low,Cleared,1,0,Done
ALT0001235,TXN00000662,2025-07-23 18:48:07,UPI,Surat,Food Delivery,M1784,C79102,8902.89,0.566,new_payee,Medium,Cleared,1,0,Done
ALT0001236,TXN00027982,2025-07-23 19:10:10,Card,Pune,Gaming,M1561,C84581,14863.63,0.502,geo_mismatch,Low,Investigating,0,0,Queue
ALT0001237,TXN00038399,2025-07-23 19:46:15,UPI,Ahmedabad,Fashion,M1696,C15767,1918.63,0.622,velocity,Medium,Investigating,0,0,Queue
ALT0001238,TXN00027742,2025-07-23 19:46:41,Card,Ahmedabad,Education,M1476,C39708,55511.71,0.522,velocity,Low,Cleared,1,0,Done
ALT0001239,TXN00001934,2025-07-23 20:14:18,UPI,Kolkata,Gaming,M1754,C69723,4549.5,0.644,geo_mismatch,Medium,Cleared,1,0,Done
ALT0001240,TXN00009052,2025-07-23 20:19:22,Card,Kochi,Education,M1746,C30724,4031.84,0.593,geo_mismatch,Medium,Cleared,1,0,Done
ALT0001241,TXN00005463,2025-07-23 20:34:25,UPI,Nagpur,Fuel,M1704,C79294,4004.92,0.553,geo_mismatch,Medium,Cleared,1,0,Done
ALT0001242,TXN00025442,2025-07-23 20:48:38,Card,Bengaluru,Electronics,M1152,C48107,8088.11,0.542,velocity,Low,Investigating,0,0,Queue
ALT0001243,TXN00016382,2025-07-23 21:17:22,UPI,Kolkata,Fashion,M1322,C83526,1037.53,0.543,velocity,Low,Cleared,1,0,Done
ALT0001244,TXN00038495,2025-07-23 21:28:13,UPI,Nagpur,Grocery,M1144,C60152,39575.91,0.521,amount_spike,Low,Cleared,1,0,Done
ALT0001245,TXN00042043,2025-07-23 21:40:35,UPI,Surat,Healthcare,M1056,C88014,2737.02,0.58,velocity,Medium,Investigating,0,0,Queue
ALT0001246,TXN00010302,2025-07-23 22:19:42,UPI,Indore,Fuel,M1581,C53691,20082.73,0.497,amount_spike,Low,Blocked,0,1,Done
ALT0001247,TXN00025200,2025-07-23 22:40:52,Card,Chennai,Utilities,M1186,C13630,7206.28,0.529,velocity,Low,Blocked,1,1,Done
ALT0001248,TXN00023735,2025-07-23 22:57:35,UPI,Ahmedabad,Travel,M1339,C31898,9714.4,0.595,new_payee,Medium,Blocked,0,1,Done
ALT0001249,TXN00041954,2025-07-23 23:01:33,UPI,Delhi,Fuel,M1177,C12947,2215.43,0.717,night_burst,High,Blocked,0,1,Done
ALT0001250,TXN00023350,2025-07-23 23:05:46,UPI,Lucknow,Fuel,M1244,C77432,9648.52,0.634,new_payee,Medium,Blocked,1,1,Done
ALT0001251,TXN00024337,2025-07-23 23:07:54,UPI,Mumbai,Fashion,M1363,C58612,11620.18,0.607,new_payee,Medium,Blocked,0,1,Done
ALT0001252,TXN00003368,2025-07-23 23:23:09,UPI,Chandigarh,Fuel,M1277,C26784,7586.38,0.501,velocity,Low,Cleared,1,0,Done
ALT0001253,TXN00001178,2025-07-23 23:27:07,Wallet,Indore,Gaming,M1671,C59120,438.14,0.632,velocity,Medium,Investigating,0,0,Queue
ALT0001254,TXN00046399,2025-07-23 23:32:24,Wallet,Ahmedabad,Grocery,M1436,C56983,1573.25,0.583,velocity,Medium,Investigating,0,0,Queue
ALT0001255,TXN00028392,2025-07-23 23:34:31,UPI,Bengaluru,Electronics,M1110,C49233,205.58,0.598,new_payee,Medium,Cleared,1,0,Done
ALT0001256,TXN00033500,2025-07-23 23:35:04,Wallet,Chennai,Fuel,M1238,C84838,1287.5,0.505,night_burst,Low,Cleared,1,0,Done
ALT0001257,TXN00024802,2025-07-23 23:35:06,UPI,Bengaluru,Fashion,M1859,C52141,4497.66,0.565,velocity,Medium,Cleared,1,0,Done
ALT0001258,TXN00000072,2025-07-23 23:47:32,UPI,Mumbai,Fuel,M1039,C14980,16017.03,0.609,new_payee,Medium,Open,0,0,Queue
ALT0001259,TXN00016987,2025-07-23 23:48:19,UPI,Delhi,Fashion,M1360,C83064,23622.85,0.543,amount_spike,Low,Cleared,1,0,Done
ALT0001260,TXN00036362,2025-07-23 23:49:03,UPI,Chandigarh,Education,M1639,C38988,424.33,0.947,night_burst,Critical,Blocked,0,1,Done
ALT0001261,TXN00023997,2025-07-23 23:50:46,UPI,Chandigarh,Electronics,M1847,C17189,2665.15,0.514,velocity,Low,Escalated,0,0,Queue
ALT0001262,TXN00009202,2025-07-23 23:56:38,Wallet,Jaipur,Fuel,M1829,C40908,230.05,0.535,velocity,Low,Open,0,0,Queue
ALT0001263,TXN00026914,2025-07-24 00:03:28,Card,Mumbai,Fashion,M1487,C86897,14571.47,0.538,new_payee,Low,Cleared,1,0,Done
ALT0001264,TXN00034912,2025-07-24 00:03:39,Card,Bengaluru,Food Delivery,M1006,C35373,237063.2,0.557,amount_spike,Medium,Investigating,0,0,Queue
ALT0001265,TXN00003007,2025-07-24 00:11:01,UPI,Surat,Grocery,M1347,C37258,6034.15,0.525,new_payee,Low,Cleared,1,0,Done
ALT0001266,TXN00027108,2025-07-24 00:25:00,UPI,Jaipur,Electronics,M1645,C30749,843.06,0.503,new_payee,Low,Open,0,0,Queue
ALT0001267,TXN00038938,2025-07-24 00:26:49,Wallet,Mumbai,Fuel,M1253,C82713,768.58,0.519,velocity,Low,Open,0,0,Queue
ALT0001268,TXN00021024,2025-07-24 00:28:30,Card,Ahmedabad,Electronics,M1270,C48766,38608.79,0.53,night_burst,Low,Cleared,1,0,Done
ALT0001269,TXN00033077,2025-07-24 00:32:44,UPI,Indore,Food Delivery,M1232,C82952,26633.82,0.821,device,Critical,Escalated,0,0,Queue
ALT0001270,TXN00037061,2025-07-24 00:33:34,Wallet,Surat,Healthcare,M1049,C52024,74517.77,0.594,night_burst,Medium,Cleared,1,0,Done
ALT0001271,TXN00031287,2025-07-24 00:37:05,UPI,Ahmedabad,Grocery,M1516,C66704,1630.07,0.547,new_payee,Low,Cleared,1,0,Done
ALT0001272,TXN00016705,2025-07-24 00:37:45,UPI,Chennai,Grocery,M1749,C74960,452.83,0.522,device,Low,Cleared,1,0,Done
ALT0001273,TXN00008918,2025-07-24 00:41:38,UPI,Kolkata,Grocery,M1693,C83449,921.69,0.523,night_burst,Low,Escalated,0,0,Queue
ALT0001274,TXN00035730,2025-07-24 00:43:44,Card,Pune,Gaming,M1527,C79687,12689.95,0.516,geo_mismatch,Low,Blocked,1,1,Done
ALT0001275,TXN00011113,2025-07-24 00:48:32,UPI,Nagpur,Grocery,M1068,C24835,3798.77,0.61,velocity,Medium,Cleared,1,0,Done
ALT0001276,TXN00002656,2025-07-24 00:53:39,UPI,Mumbai,Gaming,M1792,C13783,31657.84,0.812,velocity,High,Blocked,0,1,Done
ALT0001277,TXN00038800,2025-07-24 00:59:44,Card,Pune,Education,M1851,C33932,31617.79,0.575,velocity,Medium,Investigating,0,0,Queue
ALT0001278,TXN00032796,2025-07-24 01:01:20,UPI,Delhi,Food Delivery,M1471,C31888,3869.57,0.592,new_payee,Medium,Cleared,1,0,Done
ALT0001279,TXN00026855,2025-07-24 01:01:32,UPI,Pune,Electronics,M1154,C40479,1928.51,0.697,velocity,High,Blocked,0,1,Done
ALT0001280,TXN00011542,2025-07-24 01:06:05,UPI,Surat,Food Delivery,M1756,C85252,347.2,0.572,geo_mismatch,Medium,Investigating,0,0,Queue
ALT0001281,TXN00022161,2025-07-24 01:15:04,Card,Lucknow,Food Delivery,M1732,C37439,2158.28,0.544,night_burst,Low,Cleared,1,0,Done
ALT0001282,TXN00033240,2025-07-24 01:22:15,Wallet,Chennai,Gaming,M1371,C71524,205.94,0.617,night_burst,Medium,Investigating,0,0,Queue
ALT0001283,TXN00025712,2025-07-24 01:26:55,UPI,Surat,Healthcare,M1884,C30756,4229.06,0.534,night_burst,Low,Cleared,1,0,Done
ALT0001284,TXN00030545,2025-07-24 01:30:41,UPI,Surat,Fashion,M1862,C20612,980.68,0.584,velocity,Medium,Open,0,0,Queue
ALT0001285,TXN00040966,2025-07-24 01:37:44,UPI,Chandigarh,Food Delivery,M1638,C27199,3436.53,0.6,new_payee,Medium,Open,0,0,Queue
ALT0001286,TXN00041444,2025-07-24 01:38:09,Card,Kolkata,Grocery,M1397,C49989,7209.97,0.611,velocity,Medium,Investigating,0,0,Queue
ALT0001287,TXN00012113,2025-07-24 01:49:40,UPI,Ahmedabad,Food Delivery,M1026,C25994,3971.54,0.656,geo_mismatch,Medium,Cleared,1,0,Done
ALT0001288,TXN00045239,2025-07-24 01:50:14,UPI,Kolkata,Utilities,M1593,C13639,545.67,0.49,velocity,Low,Investigating,0,0,Queue
ALT0001289,TXN00006605,2025-07-24 01:52:35,Card,Surat,Education,M1879,C87262,4890.92,0.612,velocity,Medium,Blocked,1,1,Done
ALT0001290,TXN00034438,2025-07-24 01:52:49,UPI,Indore,Utilities,M1447,C81618,1983.06,0.481,night_burst,Low,Blocked,1,1,Done
ALT0001291,TXN00003867,2025-07-24 02:04:37,UPI,Bengaluru,Healthcare,M1124,C20319,28981.34,0.591,velocity,Medium,Blocked,0,1,Done
ALT0001292,TXN00008343,2025-07-24 02:05:17,UPI,Pune,Grocery,M1587,C59819,48994.29,0.552,velocity,Medium,Blocked,1,1,Done
ALT0001293,TXN00035269,2025-07-24 02:07:56,Card,Nagpur,Electronics,M1747,C43785,4926.78,0.567,velocity,Medium,Investigating,0,0,Queue
ALT0001294,TXN00003218,2025-07-24 02:09:36,Wallet,Kochi,Food Delivery,M1341,C75643,14941.94,0.559,new_payee,Medium,Blocked,1,1,Done
ALT0001295,TXN00005551,2025-07-24 02:11:04,Wallet,Nagpur,Fuel,M1557,C77107,3453.62,0.512,velocity,Low,Open,0,0,Queue
ALT0001296,TXN00035845,2025-07-24 02:12:37,Card,Kochi,Grocery,M1031,C51020,17105.98,0.61,velocity,Medium,Cleared,1,0,Done
ALT0001297,TXN00044112,2025-07-24 02:13:53,UPI,Kochi,Travel,M1230,C88775,1083.92,0.562,velocity,Medium,Escalated,0,0,Queue
ALT0001298,TXN00015621,2025-07-24 02:16:32,Card,Chandigarh,Food Delivery,M1458,C58970,6483.17,0.607,night_burst,Medium,Blocked,1,1,Done
ALT0001299,TXN00042827,2025-07-24 02:17:19,Card,Ahmedabad,Education,M1162,C24720,2725.03,0.498,night_burst,Low,Cleared,1,0,Done
ALT0001300,TXN00031668,2025-07-24 02:20:18,Card,Kolkata,Grocery,M1124,C33611,9261.46,0.494,velocity,Low,Cleared,1,0,Done
ALT0001301,TXN00030123,2025-07-24 02:20:26,UPI,Surat,Fashion,M1670,C38015,4799.7,0.6,new_payee,Medium,Cleared,1,0,Done
ALT0001302,TXN00011496,2025-07-24 02:27:19,UPI,Jaipur,Grocery,M1601,C79124,100.87,0.573,velocity,Medium,Blocked,1,1,Done
ALT0001303,TXN00023403,2025-07-24 02:31:21,UPI,Lucknow,Gaming,M1722,C31569,1019.9,0.586,velocity,Medium,Cleared,1,0,Done
ALT0001304,TXN00046876,2025-07-24 02:32:43,Card,Chandigarh,Fuel,M1255,C54567,50206.84,0.499,amount_spike,Low,Investigating,0,0,Queue
ALT0001305,TXN00030982,2025-07-24 02:38:32,Card,Bengaluru,Healthcare,M1696,C77672,14367.15,0.486,velocity,Low,Open,0,0,Queue
ALT0001306,TXN00022472,2025-07-24 02:42:44,UPI,Kolkata,Grocery,M1778,C80370,667.64,0.567,night_burst,Medium,Investigating,0,0,Queue
ALT0001307,TXN00008139,2025-07-24 02:47:19,Card,Chandigarh,Food Delivery,M1469,C35836,3379.7,0.59,velocity,Medium,Investigating,0,0,Queue
ALT0001308,TXN00036517,2025-07-24 02:54:48,UPI,Hyderabad,Grocery,M1645,C52475,809.81,0.491,velocity,Low,Investigating,0,0,Queue
ALT0001309,TXN00017371,2025-07-24 02:55:18,Wallet,Ahmedabad,Travel,M1059,C68582,5543.11,0.64,device,Medium,Blocked,1,1,Done
ALT0001310,TXN00023519,2025-07-24 02:57:23,UPI,Indore,Gaming,M1397,C12030,2981.65,0.596,night_burst,Medium,Investigating,0,0,Queue
ALT0001311,TXN00034085,2025-07-24 02:58:06,UPI,Kochi,Food Delivery,M1518,C21311,3033.92,0.554,device,Medium,Investigating,0,0,Queue
ALT0001312,TXN00030409,2025-07-24 03:00:09,UPI,Lucknow,Travel,M1208,C33335,2799.29,0.505,night_burst,Low,Investigating,0,0,Queue
ALT0001313,TXN00036917,2025-07-24 03:02:31,UPI,Mumbai,Grocery,M1099,C42368,2403.54,0.537,velocity,Low,Cleared,1,0,Done
ALT0001314,TXN00028773,2025-07-24 03:06:53,UPI,Kochi,Healthcare,M1478,C18918,4752.03,0.574,new_payee,Medium,Blocked,1,1,Done
ALT0001315,TXN00008039,2025-07-24 03:06:56,Card,Indore,Utilities,M1006,C15914,241042.78,0.738,velocity,High,Blocked,0,1,Done
ALT0001316,TXN00022359,2025-07-24 03:13:22,UPI,Kolkata,Grocery,M1275,C52620,9547.34,0.51,velocity,Low,Investigating,0,0,Queue
ALT0001317,TXN00016628,2025-07-24 03:15:54,Wallet,Lucknow,Food Delivery,M1512,C53578,5668.3,0.514,velocity,Low,Cleared,1,0,Done
ALT0001318,TXN00024714,2025-07-24 03:18:41,UPI,Kochi,Fashion,M1546,C28571,5438.84,0.517,night_burst,Low,Cleared,1,0,Done
ALT0001319,TXN00002797,2025-07-24 03:20:10,UPI,Bengaluru,Electronics,M1877,C35895,5818.91,0.638,night_burst,Medium,Open,0,0,Queue
ALT0001320,TXN00022583,2025-07-24 03:26:40,UPI,Chandigarh,Fashion,M1279,C59228,1644.68,0.505,velocity,Low,Blocked,1,1,Done
ALT0001321,TXN00020527,2025-07-24 03:26:41,Wallet,Indore,Grocery,M1686,C62514,33449.84,0.527,new_payee,Low,Open,0,0,Queue
ALT0001322,TXN00017978,2025-07-24 03:29:34,Card,Nagpur,Education,M1830,C86628,26586.17,0.571,new_payee,Medium,Cleared,1,0,Done
ALT0001323,TXN00032294,2025-07-24 03:31:21,UPI,Chandigarh,Fuel,M1067,C85368,4104.33,0.521,night_burst,Low,Cleared,1,0,Done
ALT0001324,TXN00000506,2025-07-24 03:34:15,UPI,Jaipur,Grocery,M1446,C40082,455.47,0.655,device,Medium,Blocked,1,1,Done
ALT0001325,TXN00044311,2025-07-24 03:40:20,UPI,Lucknow,Fashion,M1679,C63232,3155.1,0.515,velocity,Low,Cleared,1,0,Done
ALT0001326,TXN00007931,2025-07-24 03:42:35,Card,Ahmedabad,Utilities,M1693,C18187,11439.73,0.611,velocity,Medium,Investigating,0,0,Queue
ALT0001327,TXN00033533,2025-07-24 03:42:38,Card,Bengaluru,Fuel,M1475,C86522,5400.74,0.717,velocity,High,Blocked,0,1,Done
ALT0001328,TXN00035723,2025-07-24 04:00:47,Wallet,Delhi,Utilities,M1256,C35088,903.3,0.524,velocity,Low,Cleared,1,0,Done
ALT0001329,TXN00028303,2025-07-24 04:06:15,Card,Jaipur,Utilities,M1521,C43644,4429.66,0.629,night_burst,Medium,Investigating,0,0,Queue
ALT0001330,TXN00010267,2025-07-24 04:07:15,Card,Delhi,Fashion,M1466,C75141,26833.48,0.774,velocity,High,Investigating,0,0,Queue
ALT0001331,TXN00002565,2025-07-24 04:16:45,UPI,Surat,Grocery,M1177,C85572,73427.71,0.605,velocity,Medium,Cleared,1,0,Done
ALT0001332,TXN00040706,2025-07-24 04:29:58,UPI,Jaipur,Fuel,M1028,C17608,4928.86,0.504,night_burst,Low,Investigating,0,0,Queue
ALT0001333,TXN00015272,2025-07-24 04:32:27,UPI,Surat,Utilities,M1290,C60497,2459.63,0.618,velocity,Medium,Investigating,0,0,Queue
ALT0001334,TXN00000907,2025-07-24 04:34:00,UPI,Indore,Grocery,M1019,C13131,10414.69,0.564,new_payee,Medium,Blocked,0,1,Done
ALT0001335,TXN00016161,2025-07-24 04:34:55,UPI,Nagpur,Grocery,M1454,C71824,433.75,0.536,night_burst,Low,Open,0,0,Queue
ALT0001336,TXN00015574,2025-07-24 04:39:32,Card,Bengaluru,Fuel,M1056,C67679,18418.79,0.568,velocity,Medium,Investigating,0,0,Queue
ALT0001337,TXN00015470,2025-07-24 04:40:03,UPI,Pune,Food Delivery,M1021,C67547,1191.4,0.493,velocity,Low,Open,0,0,Queue
ALT0001338,TXN00003911,2025-07-24 04:41:12,Wallet,Chandigarh,Healthcare,M1108,C78548,2593.85,0.611,velocity,Medium,Open,0,0,Queue
ALT0001339,TXN00024707,2025-07-24 04:44:04,Wallet,Surat,Gaming,M1652,C77647,4089.53,0.588,velocity,Medium,Cleared,1,0,Done
ALT0001340,TXN00033901,2025-07-24 04:46:31,Card,Jaipur,Travel,M1665,C59706,23504.91,0.516,velocity,Low,Open,0,0,Queue
ALT0001341,TXN00022676,2025-07-24 04:48:45,UPI,Hyderabad,Travel,M1879,C11772,7690.28,0.609,velocity,Medium,Escalated,0,0,Queue
ALT0001342,TXN00037717,2025-07-24 04:50:35,UPI,Kolkata,Electronics,M1794,C32018,3956.1,0.788,velocity,High,Blocked,0,1,Done
ALT0001343,TXN00023890,2025-07-24 04:55:19,Wallet,Indore,Education,M1806,C57488,16900.85,0.694,velocity,High,Blocked,0,1,Done
ALT0001344,TXN00035784,2025-07-24 05:24:20,Wallet,Mumbai,Food Delivery,M1592,C30124,1935.57,0.564,geo_mismatch,Medium,Investigating,0,0,Queue
ALT0001345,TXN00016505,2025-07-24 05:48:56,Wallet,Kolkata,Electronics,M1864,C49353,14100.38,0.493,device,Low,Investigating,0,0,Queue
ALT0001346,TXN00027094,2025-07-24 06:26:08,Wallet,Lucknow,Utilities,M1099,C76031,745.94,0.604,device,Medium,Open,0,0,Queue
ALT0001347,TXN00007113,2025-07-24 06:41:51,UPI,Jaipur,Fashion,M1346,C53045,26985.83,0.652,amount_spike,Medium,Investigating,0,0,Queue
ALT0001348,TXN00018701,2025-07-24 07:08:51,UPI,Chandigarh,Travel,M1128,C39493,8501.84,0.595,new_payee,Medium,Cleared,1,0,Done
ALT0001349,TXN00022545,2025-07-24 07:59:54,UPI,Pune,Fuel,M1874,C81332,6114.81,0.519,new_payee,Low,Open,0,0,Queue
ALT0001350,TXN00011835,2025-07-24 08:11:38,UPI,Nagpur,Electronics,M1157,C39743,753.69,0.576,device,Medium,Blocked,0,1,Done
ALT0001351,TXN00031924,2025-07-24 08:26:32,UPI,Nagpur,Travel,M1541,C55707,3519.41,0.51,device,Low,Cleared,1,0,Done
ALT0001352,TXN00047438,2025-07-24 08:40:48,UPI,Delhi,Fuel,M1007,C53503,11365.07,0.573,geo_mismatch,Medium,Open,0,0,Queue
ALT0001353,TXN00029734,2025-07-24 10:16:29,UPI,Indore,Food Delivery,M1692,C66117,6904.85,0.674,velocity,Medium,Cleared,1,0,Done
ALT0001354,TXN00014472,2025-07-24 10:27:21,UPI,Kochi,Fashion,M1413,C42803,603.11,0.56,geo_mismatch,Medium,Cleared,1,0,Done
ALT0001355,TXN00003826,2025-07-24 10:39:46,UPI,Bengaluru,Grocery,M1131,C48747,2042.87,0.568,velocity,Medium,Open,0,0,Queue
ALT0001356,TXN00017079,2025-07-24 10:56:20,UPI,Ahmedabad,Fuel,M1669,C57909,18700.58,0.575,new_payee,Medium,Cleared,1,0,Done
ALT0001357,TXN00002059,2025-07-24 11:01:26,UPI,Nagpur,Grocery,M1627,C49169,1887.7,0.812,new_payee,High,Escalated,0,0,Queue
ALT0001358,TXN00006630,2025-07-24 11:14:34,Card,Ahmedabad,Grocery,M1767,C40910,2928.02,0.484,geo_mismatch,Low,Cleared,1,0,Done
ALT0001359,TXN00015266,2025-07-24 11:27:31,Card,Mumbai,Grocery,M1680,C71138,5142.96,0.565,geo_mismatch,Medium,Cleared,1,0,Done
ALT0001360,TXN00002376,2025-07-24 11:36:16,Card,Ahmedabad,Education,M1273,C22390,61430.58,0.496,velocity,Low,Cleared,1,0,Done
