dispute_id,txn_id,opened_ts,channel,city,amount_inr,dispute_type,status
DSP000272,TXN00015032,2025-07-29 00:01:32,UPI,Lucknow,5170.15,Amount mismatch,Open
DSP000273,TXN00046985,2025-07-28 16:30:38,UPI,Nagpur,1993.09,Unauthorized,Under Review
DSP000274,TXN00031136,2025-07-28 02:10:29,UPI,Chennai,3282.96,Unauthorized,Won
DSP000275,TXN00027204,2025-07-27 23:46:50,Card,Mumbai,4655.9,Unauthorized,Lost
DSP000276,TXN00021336,2025-07-29 16:55:08,UPI,Kolkata,4248.26,Duplicate charge,Open
DSP000277,TXN00032422,2025-07-28 03:56:55,UPI,Lucknow,3466.7,Account takeover,Open
DSP000278,TXN00042944,2025-07-27 23:40:08,UPI,Nagpur,523.48,Goods not received,Open
DSP000279,TXN00000516,2025-07-27 14:46:32,UPI,Surat,3749.92,Amount mismatch,Won
DSP000280,TXN00027561,2025-07-28 11:12:37,Wallet,Chandigarh,8333.04,Account takeover,Open
DSP000281,TXN00025344,2025-07-29 08:22:15,UPI,Chennai,2015.6,Unauthorized,Under Review
DSP000282,TXN00046483,2025-07-27 08:35:57,Card,Chennai,282.93,Unauthorized,Lost
DSP000283,TXN00033244,2025-07-27 14:15:44,UPI,Mumbai,3562.98,Unauthorized,Won
DSP000284,TXN00010095,2025-07-28 11:23:12,Card,Kochi,3227.61,Duplicate charge,Open
DSP000285,TXN00037383,2025-07-28 06:35:02,Card,Jaipur,1984.81,Duplicate charge,Under Review
DSP000286,TXN00039394,2025-07-27 07:17:51,Card,Chennai,11349.03,Goods not received,Lost
DSP000287,TXN00035846,2025-07-28 23:03:43,UPI,Hyderabad,4073.65,Amount mismatch,Lost
DSP000288,TXN00008881,2025-07-27 14:59:27,Wallet,Kochi,1406.58,Goods not received,Lost
DSP000289,TXN00008897,2025-07-27 20:28:31,UPI,Indore,2446.32,Account takeover,Won
DSP000290,TXN00002751,2025-07-28 03:32:16,Card,Jaipur,2717.83,Duplicate charge,Open
DSP000291,TXN00037474,2025-07-29 01:09:49,UPI,Delhi,4496.42,Account takeover,Under Review
DSP000292,TXN00007287,2025-07-29 10:19:47,Card,Bengaluru,3356.79,Account takeover,Open
DSP000293,TXN00017399,2025-07-29 17:33:13,UPI,Hyderabad,4100.7,Unauthorized,Open
DSP000294,TXN00003707,2025-07-30 11:31:43,Card,Indore,1263.41,Amount mismatch,Open
DSP000295,TXN00023630,2025-07-29 02:01:27,UPI,Jaipur,525.45,Amount mismatch,Open
DSP000296,TXN00036736,2025-07-29 23:57:42,UPI,Jaipur,2335.65,Account takeover,Open
DSP000297,TXN00016368,2025-07-28 06:22:02,UPI,Mumbai,1222.18,Amount mismatch,Won
DSP000298,TXN00003778,2025-07-29 19:44:39,Card,Jaipur,62799.98,Unauthorized,Open
DSP000299,TXN00046173,2025-07-29 16:21:17,UPI,Ahmedabad,2509.95,Unauthorized,Open
DSP000300,TXN00001785,2025-07-28 06:14:18,Wallet,Jaipur,1385.97,Duplicate charge,Lost
DSP000301,TXN00021169,2025-07-28 21:14:55,UPI,Ahmedabad,1610.34,Goods not received,Lost
DSP000302,TXN00032547,2025-07-30 09:21:16,Card,Mumbai,1288.21,Unauthorized,Under Review
DSP000303,TXN00009313,2025-07-28 10:21:29,UPI,Bengaluru,4132.72,Account takeover,Open
DSP000304,TXN00043199,2025-07-29 04:32:10,Wallet,Bengaluru,275.61,Amount mismatch,Lost
DSP000305,TXN00008260,2025-07-29 21:38:38,Wallet,Lucknow,1798.35,Goods not received,Won
DSP000306,TXN00023245,2025-07-29 20:26:21,UPI,Mumbai,283.01,Goods not received,Won
DSP000307,TXN00037238,2025-07-31 01:15:55,Card,Nagpur,4767.55,Goods not received,Lost
DSP000308,TXN00012906,2025-07-28 18:55:49,UPI,Chennai,7025.94,Goods not received,Under Review
DSP000309,TXN00023399,2025-07-31 00:56:06,UPI,Kochi,3396.13,Unauthorized,Under Review
DSP000310,TXN00027845,2025-07-28 06:15:23,Card,Pune,1940.58,Unauthorized,Under Review
DSP000311,TXN00028645,2025-07-28 22:17:29,Card,Kolkata,826.5,Account takeover,Open
DSP000312,TXN00010936,2025-07-28 14:18:14,UPI,Jaipur,6518.09,Unauthorized,Under Review
DSP000313,TXN00007866,2025-07-30 11:00:35,UPI,Pune,1735.88,Duplicate charge,Under Review
DSP000314,TXN00023578,2025-07-30 20:02:58,Card,Kochi,31567.95,Account takeover,Lost
DSP000315,TXN00012453,2025-07-28 18:32:51,UPI,Pune,20726.74,Unauthorized,Won
DSP000316,TXN00044450,2025-07-29 03:02:56,UPI,Kochi,869.94,Duplicate charge,Under Review
DSP000317,TXN00033546,2025-07-31 00:26:40,Card,Surat,6499.89,Goods not received,Open
DSP000318,TXN00031633,2025-07-28 08:44:00,UPI,Kochi,32328.06,Account takeover,Won
DSP000319,TXN00030133,2025-07-29 05:37:20,Wallet,Delhi,646.2,Amount mismatch,Won
DSP000320,TXN00031069,2025-07-29 14:36:30,UPI,Delhi,9022.75,Unauthorized,Lost
DSP000321,TXN00041389,2025-07-31 02:59:37,UPI,Chandigarh,3810.65,Account takeover,Open
DSP000322,TXN00044431,2025-07-31 13:00:03,UPI,Nagpur,3738.97,Account takeover,Lost
DSP000323,TXN00021942,2025-07-30 14:44:15,Card,Nagpur,663.0,Amount mismatch,Won
DSP000324,TXN00039161,2025-07-28 16:48:24,Card,Indore,20350.82,Duplicate charge,Under Review
DSP000325,TXN00035187,2025-07-30 06:57:12,Wallet,Chandigarh,5178.53,Unauthorized,Lost
DSP000326,TXN00038854,2025-07-29 09:00:23,Card,Delhi,938.38,Unauthorized,Open
DSP000327,TXN00027911,2025-07-28 22:04:36,UPI,Indore,2825.42,Amount mismatch,Lost
DSP000328,TXN00033002,2025-07-28 22:07:41,UPI,Ahmedabad,2710.68,Duplicate charge,Lost
DSP000329,TXN00014600,2025-07-30 09:26:42,UPI,Surat,4008.68,Unauthorized,Under Review
DSP000330,TXN00002452,2025-07-30 09:04:00,Wallet,Kolkata,405.63,Duplicate charge,Won
DSP000331,TXN00020212,2025-07-31 10:38:31,Wallet,Chandigarh,4246.85,Account takeover,Open
DSP000332,TXN00027574,2025-07-28 21:58:29,UPI,Ahmedabad,3182.13,Unauthorized,Under Review
DSP000333,TXN00003989,2025-07-30 01:17:45,UPI,Pune,1990.64,Account takeover,Lost
DSP000334,TXN00012565,2025-07-30 21:00:11,Wallet,Delhi,1641.17,Goods not received,Lost
DSP000335,TXN00010671,2025-07-29 12:43:58,Card,Hyderabad,24424.44,Unauthorized,Under Review
DSP000336,TXN00026467,2025-07-31 14:25:34,UPI,Lucknow,2338.92,Unauthorized,Open
DSP000337,TXN00010290,2025-07-29 12:40:14,UPI,Pune,8689.95,Account takeover,Under Review
DSP000338,TXN00018477,2025-07-29 07:58:33,UPI,Mumbai,2452.61,Account takeover,Open
DSP000339,TXN00015404,2025-07-31 10:56:20,UPI,Surat,761.24,Account takeover,Won
DSP000340,TXN00014908,2025-07-29 15:59:53,Wallet,Chandigarh,3183.86,Account takeover,Under Review
DSP000341,TXN00020323,2025-07-31 03:09:24,UPI,Ahmedabad,23918.1,Goods not received,Under Review
DSP000342,TXN00002870,2025-07-29 12:34:57,UPI,Surat,501.61,Unauthorized,Open
DSP000343,TXN00041376,2025-07-30 20:48:51,UPI,Chennai,27054.64,Unauthorized,Won
DSP000344,TXN00023237,2025-07-31 10:37:36,UPI,Bengaluru,2353.26,Unauthorized,Under Review
DSP000345,TXN00001182,2025-07-31 10:55:27,Wallet,Ahmedabad,524.01,Unauthorized,Won
DSP000346,TXN00045432,2025-07-30 23:41:27,UPI,Delhi,375.56,Duplicate charge,Won
DSP000347,TXN00040842,2025-07-31 04:55:38,UPI,Kochi,3187.17,Unauthorized,Lost
DSP000348,TXN00018183,2025-08-01 09:17:23,Card,Nagpur,4327.67,Duplicate charge,Withdrawn
DSP000349,TXN00044806,2025-07-30 19:50:20,Card,Bengaluru,19427.77,Unauthorized,Withdrawn
DSP000350,TXN00009877,2025-07-31 16:58:54,Wallet,Bengaluru,3840.18,Goods not received,Won
DSP000351,TXN00026519,2025-08-01 00:21:41,UPI,Indore,931.52,Amount mismatch,Won
DSP000352,TXN00043837,2025-07-31 18:45:54,Card,Surat,5662.31,Duplicate charge,Won
DSP000353,TXN00009492,2025-07-31 15:12:35,UPI,Indore,2707.75,Amount mismatch,Open
DSP000354,TXN00002742,2025-07-30 06:03:42,Card,Kochi,3845.92,Duplicate charge,Under Review
DSP000355,TXN00030505,2025-08-01 04:10:19,UPI,Mumbai,1230.75,Unauthorized,Open
DSP000356,TXN00007149,2025-07-30 18:21:41,UPI,Mumbai,790.09,Unauthorized,Open
DSP000357,TXN00041165,2025-08-02 00:29:02,Card,Delhi,2483.25,Account takeover,Lost
DSP000358,TXN00005224,2025-07-30 16:11:38,UPI,Pune,2673.28,Account takeover,Under Review
DSP000359,TXN00030210,2025-07-31 19:32:00,Card,Lucknow,18744.85,Goods not received,Won
DSP000360,TXN00041664,2025-07-30 17:03:37,UPI,Lucknow,715.29,Unauthorized,Under Review
DSP000361,TXN00008762,2025-07-31 13:06:34,UPI,Surat,385.62,Unauthorized,Lost
DSP000362,TXN00028336,2025-07-31 19:31:04,UPI,Mumbai,535.32,Duplicate charge,Open
DSP000363,TXN00018450,2025-08-02 07:39:47,UPI,Lucknow,2895.13,Unauthorized,Won
DSP000364,TXN00006364,2025-08-01 05:57:40,Wallet,Bengaluru,241.37,Amount mismatch,Under Review
DSP000365,TXN00039610,2025-08-01 02:00:12,Card,Nagpur,638.28,Unauthorized,Open
DSP000366,TXN00022839,2025-07-31 06:42:42,Card,Surat,9562.6,Unauthorized,Won
DSP000367,TXN00005526,2025-07-31 02:37:51,UPI,Chandigarh,402.71,Account takeover,Open
DSP000368,TXN00033694,2025-08-01 14:39:00,Card,Lucknow,1203.84,Goods not received,Open
DSP000369,TXN00045153,2025-08-01 21:55:53,UPI,Pune,477.44,Unauthorized,Under Review
DSP000370,TXN00043226,2025-08-02 08:56:59,UPI,Hyderabad,6634.61,Duplicate charge,Under Review
DSP000371,TXN00040857,2025-08-01 18:10:22,UPI,Jaipur,4287.72,Account takeover,Under Review
DSP000372,TXN00026946,2025-07-31 17:35:12,Card,Kochi,6427.82,Unauthorized,Won
DSP000373,TXN00019918,2025-08-02 11:38:36,Card,Jaipur,15846.54,Unauthorized,Under Review
DSP000374,TXN00035688,2025-08-02 06:57:12,UPI,Nagpur,5406.52,Unauthorized,Under Review
DSP000375,TXN00003648,2025-07-31 00:57:35,Wallet,Surat,8532.03,Account takeover,Under Review
DSP000376,TXN00026538,2025-08-01 14:26:34,UPI,Nagpur,1063.76,Unauthorized,Lost
DSP000377,TXN00044624,2025-08-01 01:37:52,UPI,Surat,358.66,Unauthorized,Under Review
DSP000378,TXN00018789,2025-08-02 08:42:01,UPI,Bengaluru,1857.07,Unauthorized,Under Review
DSP000379,TXN00011160,2025-07-31 21:54:16,UPI,Nagpur,2850.23,Amount mismatch,Open
DSP000380,TXN00004122,2025-08-01 19:06:51,UPI,Ahmedabad,6226.51,Unauthorized,Open
DSP000381,TXN00018229,2025-08-03 00:39:42,UPI,Pune,5929.0,Account takeover,Won
DSP000382,TXN00007019,2025-08-01 19:47:48,UPI,Hyderabad,2766.28,Goods not received,Won
DSP000383,TXN00003257,2025-07-31 05:25:24,UPI,Bengaluru,3347.59,Account takeover,Under Review
DSP000384,TXN00037819,2025-08-02 11:27:14,Wallet,Kolkata,473.26,Duplicate charge,Under Review
DSP000385,TXN00013994,2025-07-31 12:16:45,UPI,Indore,2604.18,Goods not received,Won
DSP000386,TXN00008477,2025-08-02 21:02:13,Card,Chennai,2490.16,Duplicate charge,Lost
DSP000387,TXN00006509,2025-08-01 17:33:57,UPI,Nagpur,2740.44,Unauthorized,Lost
DSP000388,TXN00032869,2025-08-03 07:49:53,Card,Mumbai,1079.62,Duplicate charge,Under Review
DSP000389,TXN00003845,2025-08-01 14:11:13,UPI,Lucknow,629.53,Amount mismatch,Open
DSP000390,TXN00042290,2025-08-01 02:44:38,Card,Mumbai,3813.87,Unauthorized,Lost
DSP000391,TXN00015080,2025-08-02 02:52:13,Card,Kolkata,3120.7,Unauthorized,Open
DSP000392,TXN00046313,2025-08-02 09:01:41,UPI,Surat,17935.08,Duplicate charge,Won
DSP000393,TXN00001183,2025-08-03 01:10:32,Wallet,Ahmedabad,335.35,Goods not received,Lost
DSP000394,TXN00047652,2025-08-02 13:05:11,UPI,Kolkata,262.65,Unauthorized,Lost
DSP000395,TXN00039720,2025-08-02 12:21:00,Wallet,Surat,1713.26,Unauthorized,Open
DSP000396,TXN00034880,2025-08-03 02:57:34,UPI,Chandigarh,1948.49,Account takeover,Won
DSP000397,TXN00029727,2025-08-02 01:34:53,UPI,Mumbai,1861.81,Amount mismatch,Lost
DSP000398,TXN00001193,2025-08-03 01:20:57,Wallet,Kochi,201.72,Duplicate charge,Open
DSP000399,TXN00025720,2025-08-02 04:23:59,Wallet,Lucknow,1126.97,Account takeover,Under Review
DSP000400,TXN00004621,2025-08-02 17:56:56,Wallet,Kolkata,1306.35,Unauthorized,Open
DSP000401,TXN00033597,2025-08-01 14:19:30,Wallet,Pune,200.4,Unauthorized,Won
DSP000402,TXN00006952,2025-08-03 13:48:19,UPI,Kolkata,1736.9,Amount mismatch,Won
DSP000403,TXN00028168,2025-08-01 21:55:42,UPI,Delhi,2494.09,Duplicate charge,Open
DSP000404,TXN00008147,2025-08-01 15:47:27,Wallet,Delhi,1239.26,Duplicate charge,Open
DSP000405,TXN00036235,2025-08-02 20:28:45,UPI,Indore,432.01,Goods not received,Under Review
DSP000406,TXN00006617,2025-08-03 20:53:53,Wallet,Bengaluru,6083.36,Duplicate charge,Won
DSP000407,TXN00045445,2025-08-02 01:45:47,UPI,Kochi,5208.68,Account takeover,Under Review
DSP000408,TXN00012458,2025-08-04 03:04:39,Card,Nagpur,9830.99,Unauthorized,Under Review
DSP000409,TXN00026099,2025-08-01 23:05:49,UPI,Kochi,1843.12,Duplicate charge,Lost
DSP000410,TXN00003944,2025-08-02 08:07:15,UPI,Mumbai,6302.15,Unauthorized,Open
DSP000411,TXN00010112,2025-08-03 10:37:12,UPI,Kochi,12391.92,Duplicate charge,Lost
DSP000412,TXN00001758,2025-08-01 16:36:18,Card,Surat,3686.16,Duplicate charge,Lost
DSP000413,TXN00021351,2025-08-03 04:22:02,Card,Surat,5208.01,Duplicate charge,Under Review
DSP000414,TXN00046470,2025-08-02 09:41:36,UPI,Indore,8964.52,Account takeover,Under Review
DSP000415,TXN00046711,2025-08-02 17:06:12,UPI,Pune,1182.99,Goods not received,Won
DSP000416,TXN00016875,2025-08-03 01:40:57,Card,Chandigarh,445.09,Unauthorized,Withdrawn
DSP000417,TXN00002927,2025-08-02 07:16:44,Wallet,Kolkata,675.58,Account takeover,Won
DSP000418,TXN00001286,2025-08-02 19:00:17,UPI,Ahmedabad,1247.69,Unauthorized,Open
DSP000419,TXN00010928,2025-08-03 20:01:40,Card,Kochi,3695.88,Unauthorized,Lost
DSP000420,TXN00034997,2025-08-03 20:29:21,Card,Chennai,4391.76,Goods not received,Won
DSP000421,TXN00032936,2025-08-02 07:15:13,UPI,Ahmedabad,1772.0,Goods not received,Open
DSP000422,TXN00035219,2025-08-02 17:38:18,UPI,Kolkata,99.04,Goods not received,Open
DSP000423,TXN00037837,2025-08-04 15:13:32,Card,Delhi,2415.11,Unauthorized,Withdrawn
DSP000424,TXN00045020,2025-08-02 17:30:44,UPI,Indore,2891.72,Goods not received,Won
DSP000425,TXN00042419,2025-08-04 13:46:05,UPI,Mumbai,1452.47,Account takeover,Won
DSP000426,TXN00026215,2025-08-02 04:19:53,Card,Jaipur,7165.17,Account takeover,Lost
DSP000427,TXN00012175,2025-08-02 20:11:35,UPI,Indore,8302.13,Unauthorized,Won
DSP000428,TXN00029608,2025-08-03 08:11:50,UPI,Indore,468.78,Unauthorized,Under Review
DSP000429,TXN00004685,2025-08-05 00:18:56,UPI,Pune,931.58,Goods not received,Open
DSP000430,TXN00017523,2025-08-04 22:28:58,UPI,Delhi,1940.97,Goods not received,Lost
DSP000431,TXN00026492,2025-08-04 04:55:03,UPI,Kolkata,371.5,Account takeover,Open
DSP000432,TXN00035795,2025-08-04 21:01:33,Card,Kolkata,9284.38,Account takeover,Under Review
DSP000433,TXN00026438,2025-08-03 00:21:46,UPI,Indore,1701.3,Account takeover,Open
DSP000434,TXN00046337,2025-08-03 01:14:17,Card,Chandigarh,1398.46,Amount mismatch,Open
DSP000435,TXN00011597,2025-08-02 07:50:36,Card,Indore,47075.66,Unauthorized,Won
DSP000436,TXN00040054,2025-08-02 12:41:59,UPI,Lucknow,7105.23,Amount mismatch,Withdrawn
DSP000437,TXN00044265,2025-08-04 08:53:55,UPI,Surat,86761.09,Account takeover,Won
DSP000438,TXN00038942,2025-08-04 21:05:28,UPI,Kochi,3188.04,Goods not received,Won
DSP000439,TXN00020700,2025-08-02 17:25:47,Card,Hyderabad,27302.67,Goods not received,Lost
DSP000440,TXN00010486,2025-08-04 21:51:23,UPI,Indore,4091.87,Unauthorized,Withdrawn
DSP000441,TXN00037309,2025-08-05 01:19:54,Card,Surat,1247.51,Duplicate charge,Open
DSP000442,TXN00038714,2025-08-04 16:48:40,UPI,Delhi,586.72,Unauthorized,Won
DSP000443,TXN00031945,2025-08-04 03:57:07,UPI,Bengaluru,3875.27,Goods not received,Under Review
DSP000444,TXN00004233,2025-08-03 08:24:48,Wallet,Bengaluru,1914.13,Account takeover,Withdrawn
DSP000445,TXN00046356,2025-08-02 14:38:43,UPI,Ahmedabad,1626.59,Unauthorized,Open
DSP000446,TXN00016717,2025-08-04 03:59:26,UPI,Mumbai,1472.77,Account takeover,Won
DSP000447,TXN00004974,2025-08-03 07:02:18,Card,Indore,4662.23,Unauthorized,Lost
DSP000448,TXN00020552,2025-08-04 07:17:32,Card,Surat,9072.85,Account takeover,Withdrawn
DSP000449,TXN00035967,2025-08-03 00:41:44,UPI,Nagpur,766.09,Amount mismatch,Lost
DSP000450,TXN00026742,2025-08-03 21:09:31,Card,Surat,10205.6,Unauthorized,Lost
DSP000451,TXN00035689,2025-08-05 07:28:46,Wallet,Jaipur,2782.0,Unauthorized,Under Review
DSP000452,TXN00029458,2025-08-03 15:40:16,UPI,Indore,17473.9,Duplicate charge,Under Review
DSP000453,TXN00028325,2025-08-02 22:57:52,Wallet,Chandigarh,3849.51,Account takeover,Won
DSP000454,TXN00046355,2025-08-05 00:26:29,UPI,Lucknow,2647.86,Amount mismatch,Lost
DSP000455,TXN00013966,2025-08-04 01:24:41,UPI,Mumbai,5022.47,Account takeover,Under Review
DSP000456,TXN00017206,2025-08-05 07:42:41,Wallet,Mumbai,799.97,Unauthorized,Open
DSP000457,TXN00047309,2025-08-04 21:51:10,Card,Delhi,17187.76,Duplicate charge,Lost
DSP000458,TXN00025328,2025-08-05 22:15:56,UPI,Hyderabad,41983.91,Amount mismatch,Under Review
DSP000459,TXN00007371,2025-08-04 06:42:06,UPI,Nagpur,7909.4,Duplicate charge,Open
DSP000460,TXN00045387,2025-08-05 23:44:28,UPI,Chennai,1607.55,Account takeover,Under Review
DSP000461,TXN00044291,2025-08-04 12:08:04,Card,Kolkata,5412.14,Account takeover,Lost
DSP000462,TXN00011868,2025-08-04 16:00:47,UPI,Chennai,2274.34,Account takeover,Under Review
DSP000463,TXN00013163,2025-08-05 21:08:35,Wallet,Delhi,4949.09,Amount mismatch,Under Review
DSP000464,TXN00010903,2025-08-03 23:07:00,Card,Lucknow,31297.4,Duplicate charge,Won
DSP000465,TXN00038032,2025-08-03 08:36:37,UPI,Lucknow,1880.43,Account takeover,Won
DSP000466,TXN00026367,2025-08-04 19:10:28,UPI,Indore,1231.87,Unauthorized,Lost
DSP000467,TXN00019592,2025-08-04 08:01:46,UPI,Chennai,1191.97,Account takeover,Lost
DSP000468,TXN00035435,2025-08-04 18:18:27,Card,Pune,25365.6,Unauthorized,Under Review
DSP000469,TXN00040228,2025-08-04 13:54:49,Wallet,Indore,1205.45,Unauthorized,Lost
DSP000470,TXN00025538,2025-08-06 03:04:29,Card,Hyderabad,6572.63,Account takeover,Won
DSP000471,TXN00041649,2025-08-05 05:10:29,Card,Mumbai,4922.55,Duplicate charge,Won
DSP000472,TXN00000614,2025-08-05 01:54:50,Card,Nagpur,10846.82,Unauthorized,Under Review
DSP000473,TXN00020018,2025-08-05 01:48:49,Wallet,Delhi,134.05,Account takeover,Under Review
DSP000474,TXN00011286,2025-08-06 05:02:09,Card,Kochi,4084.4,Unauthorized,Under Review
DSP000475,TXN00024611,2025-08-06 08:22:20,UPI,Mumbai,1205.38,Duplicate charge,Won
DSP000476,TXN00014336,2025-08-05 13:00:48,UPI,Hyderabad,3879.98,Account takeover,Won
DSP000477,TXN00013029,2025-08-05 08:42:55,Wallet,Nagpur,2078.55,Duplicate charge,Under Review
DSP000478,TXN00006964,2025-08-06 15:38:34,UPI,Hyderabad,11790.59,Duplicate charge,Won
DSP000479,TXN00022736,2025-08-04 23:37:25,Card,Chennai,21047.41,Unauthorized,Open
DSP000480,TXN00022551,2025-08-06 15:57:16,UPI,Delhi,2408.82,Account takeover,Open
DSP000481,TXN00009005,2025-08-06 03:29:29,Card,Chennai,3784.92,Duplicate charge,Under Review
DSP000482,TXN00031316,2025-08-07 07:19:12,UPI,Nagpur,6881.5,Duplicate charge,Lost
DSP000483,TXN00015265,2025-08-06 07:40:41,UPI,Lucknow,2876.97,Unauthorized,Open
DSP000484,TXN00016971,2025-08-05 17:12:31,UPI,Mumbai,14193.45,Unauthorized,Won
DSP000485,TXN00026761,2025-08-05 19:50:00,Card,Nagpur,4312.07,Unauthorized,Withdrawn
DSP000486,TXN00028729,2025-08-07 09:01:06,Wallet,Bengaluru,109.65,Amount mismatch,Lost
DSP000487,TXN00035732,2025-08-07 04:47:48,UPI,Delhi,1237.93,Goods not received,Won
DSP000488,TXN00008134,2025-08-06 23:25:28,Wallet,Surat,4623.15,Account takeover,Under Review
DSP000489,TXN00022884,2025-08-06 21:13:31,Wallet,Indore,9229.77,Duplicate charge,Won
DSP000490,TXN00012174,2025-08-05 09:01:03,Card,Chennai,12280.08,Goods not received,Won
DSP000491,TXN00007895,2025-08-05 22:30:56,UPI,Kolkata,9900.21,Unauthorized,Won
DSP000492,TXN00011561,2025-08-07 02:03:48,UPI,Lucknow,6470.07,Duplicate charge,Under Review
DSP000493,TXN00032029,2025-08-07 21:35:56,UPI,Bengaluru,732.84,Duplicate charge,Open
DSP000494,TXN00021256,2025-08-08 03:18:30,Card,Lucknow,15483.78,Unauthorized,Open
DSP000495,TXN00001299,2025-08-06 16:56:44,Wallet,Bengaluru,1677.32,Account takeover,Under Review
DSP000496,TXN00033659,2025-08-07 12:29:38,UPI,Chennai,16102.23,Account takeover,Won
DSP000497,TXN00011390,2025-08-07 14:04:52,Card,Kochi,2131.29,Account takeover,Under Review
DSP000498,TXN00038588,2025-08-08 00:50:43,UPI,Delhi,741.56,Amount mismatch,Under Review
DSP000499,TXN00007568,2025-08-06 09:58:59,Card,Nagpur,4884.66,Goods not received,Lost
DSP000500,TXN00024756,2025-08-06 09:40:10,UPI,Mumbai,3734.43,Unauthorized,Won
DSP000501,TXN00010030,2025-08-06 04:28:47,Card,Pune,4052.06,Unauthorized,Won
DSP000502,TXN00026382,2025-08-08 10:18:32,UPI,Chennai,779.22,Goods not received,Under Review
DSP000503,TXN00036457,2025-08-06 04:14:07,UPI,Surat,1123.43,Unauthorized,Won
DSP000504,TXN00043523,2025-08-08 01:54:04,UPI,Hyderabad,660.09,Account takeover,Open
DSP000505,TXN00027323,2025-08-08 16:41:51,Wallet,Lucknow,15915.6,Unauthorized,Lost
DSP000506,TXN00036236,2025-08-07 07:39:28,UPI,Ahmedabad,3419.84,Duplicate charge,Open
DSP000507,TXN00031933,2025-08-07 12:45:13,UPI,Chennai,6820.24,Unauthorized,Won
DSP000508,TXN00020609,2025-08-07 20:37:29,UPI,Jaipur,7936.0,Unauthorized,Open
DSP000509,TXN00015770,2025-08-08 03:21:34,Card,Lucknow,18209.0,Account takeover,Under Review
DSP000510,TXN00023963,2025-08-07 10:15:51,Card,Hyderabad,3989.1,Unauthorized,Won
DSP000511,TXN00027541,2025-08-07 15:47:22,UPI,Nagpur,10089.87,Goods not received,Lost
DSP000512,TXN00045589,2025-08-07 01:05:41,UPI,Pune,5065.94,Unauthorized,Under Review
DSP000513,TXN00006603,2025-08-06 23:14:24,UPI,Kochi,3927.64,Duplicate charge,Under Review
DSP000514,TXN00025133,2025-08-08 05:25:03,Card,Pune,5613.12,Unauthorized,Open
DSP000515,TXN00018670,2025-08-06 22:06:57,UPI,Lucknow,3999.52,Goods not received,Won
DSP000516,TXN00046877,2025-08-07 16:14:35,UPI,Jaipur,3489.84,Account takeover,Lost
DSP000517,TXN00030365,2025-08-08 05:42:22,Card,Mumbai,3543.41,Amount mismatch,Under Review
DSP000518,TXN00041264,2025-08-07 19:15:20,Card,Ahmedabad,6981.47,Duplicate charge,Open
DSP000519,TXN00046620,2025-08-08 21:51:46,UPI,Bengaluru,678.24,Duplicate charge,Won
DSP000520,TXN00012826,2025-08-09 04:12:00,UPI,Delhi,1118.34,Duplicate charge,Lost
DSP000521,TXN00034821,2025-08-06 17:37:54,UPI,Indore,3526.18,Account takeover,Open
DSP000522,TXN00038836,2025-08-07 03:42:42,UPI,Bengaluru,1548.04,Goods not received,Under Review
DSP000523,TXN00019952,2025-08-07 13:45:54,Card,Ahmedabad,938.93,Unauthorized,Won
DSP000524,TXN00021052,2025-08-06 21:32:17,UPI,Pune,19438.34,Account takeover,Under Review
DSP000525,TXN00007020,2025-08-07 01:40:13,UPI,Bengaluru,8559.44,Duplicate charge,Lost
DSP000526,TXN00005455,2025-08-07 22:01:14,UPI,Chennai,7282.47,Account takeover,Under Review
DSP000527,TXN00045685,2025-08-09 20:29:56,Card,Kolkata,14714.18,Duplicate charge,Won
DSP000528,TXN00042582,2025-08-07 07:19:29,Wallet,Delhi,238.44,Unauthorized,Won
DSP000529,TXN00029365,2025-08-09 05:22:08,UPI,Delhi,1230.55,Goods not received,Under Review
DSP000530,TXN00044658,2025-08-07 20:54:04,Card,Kochi,7052.91,Goods not received,Under Review
DSP000531,TXN00031545,2025-08-07 14:55:26,Card,Bengaluru,7986.76,Unauthorized,Withdrawn
DSP000532,TXN00021027,2025-08-08 06:08:32,UPI,Chandigarh,1358.86,Account takeover,Lost
DSP000533,TXN00024790,2025-08-09 19:17:26,Wallet,Pune,692.3,Amount mismatch,Under Review
DSP000534,TXN00009554,2025-08-08 12:34:01,Wallet,Lucknow,1999.5,Amount mismatch,Open
DSP000535,TXN00002964,2025-08-08 23:25:43,Card,Mumbai,12262.35,Duplicate charge,Open
DSP000536,TXN00021407,2025-08-07 12:35:03,UPI,Mumbai,11198.82,Unauthorized,Withdrawn
DSP000537,TXN00010944,2025-08-07 23:49:06,UPI,Ahmedabad,1044.77,Unauthorized,Won
DSP000538,TXN00029054,2025-08-09 04:49:10,UPI,Kochi,716.68,Goods not received,Under Review
DSP000539,TXN00045997,2025-08-08 20:47:52,UPI,Chennai,2356.79,Duplicate charge,Open
DSP000540,TXN00008709,2025-08-10 07:31:39,UPI,Mumbai,2732.84,Unauthorized,Under Review
DSP000541,TXN00001650,2025-08-09 23:34:32,Wallet,Hyderabad,1223.64,Unauthorized,Lost
DSP000542,TXN00022150,2025-08-09 08:02:08,UPI,Surat,2924.1,Account takeover,Won
DSP000543,TXN00037025,2025-08-07 23:04:36,Wallet,Lucknow,1144.51,Unauthorized,Open
DSP000544,TXN00030102,2025-08-08 21:50:01,Card,Chandigarh,20842.97,Unauthorized,Open
